T_amb_C,D_eff_lower,D_eff_nominal,D_eff_upper,D_TF_high_cal,D_TF_low_cal
-28.3000000000,0.0003184677,0.0003352292,0.0003519907,0.0003407764,0.0003276812
-28.2000000000,0.0003183230,0.0003350768,0.0003518306,0.0003406249,0.0003275291
-28.1000000000,0.0003181782,0.0003349244,0.0003516706,0.0003404734,0.0003273770
-28.0000000000,0.0003180334,0.0003347720,0.0003515106,0.0003403219,0.0003272249
-27.9000000000,0.0003178886,0.0003346196,0.0003513506,0.0003401704,0.0003270728
-27.8000000000,0.0003177438,0.0003344672,0.0003511906,0.0003400189,0.0003269206
-27.7000000000,0.0003175991,0.0003343148,0.0003510305,0.0003398674,0.0003267685
-27.6000000000,0.0003174543,0.0003341624,0.0003508705,0.0003397159,0.0003266164
-27.5000000000,0.0003173095,0.0003340100,0.0003507105,0.0003396344,0.0003265345
-27.4000000000,0.0003171647,0.0003338576,0.0003505505,0.0003394828,0.0003263822
-27.3000000000,0.0003170199,0.0003337052,0.0003503905,0.0003393311,0.0003262300
-27.2000000000,0.0003168752,0.0003335528,0.0003502304,0.0003391795,0.0003260777
-27.1000000000,0.0003167304,0.0003334004,0.0003500704,0.0003390278,0.0003259254
-27.0000000000,0.0003165856,0.0003332480,0.0003499104,0.0003388762,0.0003257732
-26.9000000000,0.0003164408,0.0003330956,0.0003497504,0.0003387246,0.0003256209
-26.8000000000,0.0003162960,0.0003329432,0.0003495904,0.0003385729,0.0003254686
-26.7000000000,0.0003161513,0.0003327908,0.0003494303,0.0003384213,0.0003253164
-26.6000000000,0.0003160065,0.0003326384,0.0003492703,0.0003382696,0.0003251641
-26.5000000000,0.0003158617,0.0003324860,0.0003491103,0.0003381179,0.0003250118
-26.4000000000,0.0003157169,0.0003323336,0.0003489503,0.0003379663,0.0003248595
-26.3000000000,0.0003155721,0.0003321812,0.0003487903,0.0003378146,0.0003247072
-26.2000000000,0.0003154274,0.0003320288,0.0003486302,0.0003376630,0.0003245550
-26.1000000000,0.0003152826,0.0003318764,0.0003484702,0.0003375113,0.0003244027
-26.0000000000,0.0003151378,0.0003317240,0.0003483102,0.0003373596,0.0003242504
-25.9000000000,0.0003149930,0.0003315716,0.0003481502,0.0003372080,0.0003240981
-25.8000000000,0.0003148482,0.0003314192,0.0003479902,0.0003370563,0.0003239458
-25.7000000000,0.0003147035,0.0003312668,0.0003478301,0.0003369046,0.0003237935
-25.6000000000,0.0003145587,0.0003311144,0.0003476701,0.0003367530,0.0003236412
-25.5000000000,0.0003144139,0.0003309620,0.0003475101,0.0003366013,0.0003234889
-25.4000000000,0.0003142691,0.0003308096,0.0003473501,0.0003364496,0.0003233366
-25.3000000000,0.0003141243,0.0003306572,0.0003471901,0.0003362979,0.0003231843
-25.2000000000,0.0003139796,0.0003305048,0.0003470300,0.0003361463,0.0003230320
-25.1000000000,0.0003138348,0.0003303524,0.0003468700,0.0003359946,0.0003228796
-25.0000000000,0.0003136900,0.0003302000,0.0003467100,0.0003358429,0.0003227273
-24.9000000000,0.0003135452,0.0003300476,0.0003465500,0.0003356912,0.0003225750
-24.8000000000,0.0003134004,0.0003298952,0.0003463900,0.0003355395,0.0003224227
-24.7000000000,0.0003132557,0.0003297428,0.0003462299,0.0003353878,0.0003222704
-24.6000000000,0.0003131109,0.0003295904,0.0003460699,0.0003352362,0.0003221180
-24.5000000000,0.0003129661,0.0003294380,0.0003459099,0.0003350845,0.0003219657
-24.4000000000,0.0003128213,0.0003292856,0.0003457499,0.0003349328,0.0003218134
-24.3000000000,0.0003126765,0.0003291332,0.0003455899,0.0003347811,0.0003216611
-24.2000000000,0.0003125318,0.0003289808,0.0003454298,0.0003346294,0.0003215087
-24.1000000000,0.0003123870,0.0003288284,0.0003452698,0.0003344777,0.0003213564
-24.0000000000,0.0003122422,0.0003286760,0.0003451098,0.0003343260,0.0003212040
-23.9000000000,0.0003120974,0.0003285236,0.0003449498,0.0003341743,0.0003210517
-23.8000000000,0.0003119526,0.0003283712,0.0003447898,0.0003340226,0.0003208994
-23.7000000000,0.0003118079,0.0003282188,0.0003446297,0.0003338709,0.0003207470
-23.6000000000,0.0003116631,0.0003280664,0.0003444697,0.0003337192,0.0003205947
-23.5000000000,0.0003115183,0.0003279140,0.0003443097,0.0003335674,0.0003204423
-23.4000000000,0.0003113735,0.0003277616,0.0003441497,0.0003334157,0.0003202900
-23.3000000000,0.0003112287,0.0003276092,0.0003439897,0.0003332640,0.0003201376
-23.2000000000,0.0003110840,0.0003274568,0.0003438296,0.0003331123,0.0003199852
-23.1000000000,0.0003109392,0.0003273044,0.0003436696,0.0003329606,0.0003198329
-23.0000000000,0.0003107944,0.0003271520,0.0003435096,0.0003328089,0.0003196805
-22.9000000000,0.0003106496,0.0003269996,0.0003433496,0.0003326571,0.0003195282
-22.8000000000,0.0003105048,0.0003268472,0.0003431896,0.0003325054,0.0003193758
-22.7000000000,0.0003103601,0.0003266948,0.0003430295,0.0003323537,0.0003192234
-22.6000000000,0.0003102153,0.0003265424,0.0003428695,0.0003322020,0.0003190710
-22.5000000000,0.0003100705,0.0003263900,0.0003427095,0.0003321136,0.0003189822
-22.4000000000,0.0003099257,0.0003262376,0.0003425495,0.0003319617,0.0003188297
-22.3000000000,0.0003097809,0.0003260852,0.0003423895,0.0003318098,0.0003186772
-22.2000000000,0.0003096362,0.0003259328,0.0003422294,0.0003316580,0.0003185247
-22.1000000000,0.0003094914,0.0003257804,0.0003420694,0.0003315061,0.0003183722
-22.0000000000,0.0003093466,0.0003256280,0.0003419094,0.0003313542,0.0003182197
-21.9000000000,0.0003092018,0.0003254756,0.0003417494,0.0003312024,0.0003180671
-21.8000000000,0.0003090570,0.0003253232,0.0003415894,0.0003310505,0.0003179146
-21.7000000000,0.0003089123,0.0003251708,0.0003414293,0.0003308986,0.0003177621
-21.6000000000,0.0003087675,0.0003250184,0.0003412693,0.0003307467,0.0003176096
-21.5000000000,0.0003086227,0.0003248660,0.0003411093,0.0003305948,0.0003174570
-21.4000000000,0.0003084779,0.0003247136,0.0003409493,0.0003304430,0.0003173045
-21.3000000000,0.0003083331,0.0003245612,0.0003407893,0.0003302911,0.0003171519
-21.2000000000,0.0003081884,0.0003244088,0.0003406292,0.0003301392,0.0003169994
-21.1000000000,0.0003080436,0.0003242564,0.0003404692,0.0003299873,0.0003168469
-21.0000000000,0.0003078988,0.0003241040,0.0003403092,0.0003298354,0.0003166943
-20.9000000000,0.0003077540,0.0003239516,0.0003401492,0.0003296835,0.0003165418
-20.8000000000,0.0003076092,0.0003237992,0.0003399892,0.0003295316,0.0003163892
-20.7000000000,0.0003074645,0.0003236468,0.0003398291,0.0003293797,0.0003162367
-20.6000000000,0.0003073197,0.0003234944,0.0003396691,0.0003292278,0.0003160841
-20.5000000000,0.0003071749,0.0003233420,0.0003395091,0.0003290759,0.0003159315
-20.4000000000,0.0003070301,0.0003231896,0.0003393491,0.0003289240,0.0003157790
-20.3000000000,0.0003068853,0.0003230372,0.0003391891,0.0003287721,0.0003156264
-20.2000000000,0.0003067406,0.0003228848,0.0003390290,0.0003286202,0.0003154739
-20.1000000000,0.0003065958,0.0003227324,0.0003388690,0.0003284683,0.0003153213
-20.0000000000,0.0003064510,0.0003225800,0.0003387090,0.0003283164,0.0003151687
-19.9000000000,0.0003063062,0.0003224276,0.0003385490,0.0003281645,0.0003150161
-19.8000000000,0.0003061614,0.0003222752,0.0003383890,0.0003280125,0.0003148636
-19.7000000000,0.0003060167,0.0003221228,0.0003382289,0.0003278606,0.0003147110
-19.6000000000,0.0003058719,0.0003219704,0.0003380689,0.0003277087,0.0003145584
-19.5000000000,0.0003057271,0.0003218180,0.0003379089,0.0003275568,0.0003144058
-19.4000000000,0.0003055823,0.0003216656,0.0003377489,0.0003274049,0.0003142532
-19.3000000000,0.0003054375,0.0003215132,0.0003375889,0.0003272529,0.0003141006
-19.2000000000,0.0003052928,0.0003213608,0.0003374288,0.0003271010,0.0003139480
-19.1000000000,0.0003051480,0.0003212084,0.0003372688,0.0003269491,0.0003137955
-19.0000000000,0.0003050032,0.0003210560,0.0003371088,0.0003267971,0.0003136429
-18.9000000000,0.0003048584,0.0003209036,0.0003369488,0.0003266452,0.0003134903
-18.8000000000,0.0003047136,0.0003207512,0.0003367888,0.0003264933,0.0003133377
-18.7000000000,0.0003045689,0.0003205988,0.0003366287,0.0003263413,0.0003131850
-18.6000000000,0.0003044241,0.0003204464,0.0003364687,0.0003261894,0.0003130324
-18.5000000000,0.0003042793,0.0003202940,0.0003363087,0.0003260374,0.0003128798
-18.4000000000,0.0003041345,0.0003201416,0.0003361487,0.0003258855,0.0003127272
-18.3000000000,0.0003039897,0.0003199892,0.0003359887,0.0003257336,0.0003125746
-18.2000000000,0.0003038450,0.0003198368,0.0003358286,0.0003255816,0.0003124220
-18.1000000000,0.0003037002,0.0003196844,0.0003356686,0.0003254297,0.0003122694
-18.0000000000,0.0003035554,0.0003195320,0.0003355086,0.0003252777,0.0003121167
-17.9000000000,0.0003034106,0.0003193796,0.0003353486,0.0003251257,0.0003119641
-17.8000000000,0.0003032658,0.0003192272,0.0003351886,0.0003249738,0.0003118115
-17.7000000000,0.0003031211,0.0003190748,0.0003350285,0.0003248218,0.0003116588
-17.6000000000,0.0003029763,0.0003189224,0.0003348685,0.0003246699,0.0003115062
-17.5000000000,0.0003028315,0.0003187700,0.0003347085,0.0003245746,0.0003114105
-17.4000000000,0.0003026867,0.0003186176,0.0003345485,0.0003244225,0.0003112577
-17.3000000000,0.0003025419,0.0003184652,0.0003343885,0.0003242704,0.0003111050
-17.2000000000,0.0003023972,0.0003183128,0.0003342284,0.0003241183,0.0003109522
-17.1000000000,0.0003022524,0.0003181604,0.0003340684,0.0003239662,0.0003107994
-17.0000000000,0.0003021076,0.0003180080,0.0003339084,0.0003238141,0.0003106466
-16.9000000000,0.0003019628,0.0003178556,0.0003337484,0.0003236620,0.0003104938
-16.8000000000,0.0003018180,0.0003177032,0.0003335884,0.0003235099,0.0003103410
-16.7000000000,0.0003016733,0.0003175508,0.0003334283,0.0003233578,0.0003101883
-16.6000000000,0.0003015285,0.0003173984,0.0003332683,0.0003232057,0.0003100355
-16.5000000000,0.0003013837,0.0003172460,0.0003331083,0.0003230535,0.0003098827
-16.4000000000,0.0003012389,0.0003170936,0.0003329483,0.0003229014,0.0003097299
-16.3000000000,0.0003010941,0.0003169412,0.0003327883,0.0003227493,0.0003095771
-16.2000000000,0.0003009494,0.0003167888,0.0003326282,0.0003225972,0.0003094243
-16.1000000000,0.0003008046,0.0003166364,0.0003324682,0.0003224451,0.0003092714
-16.0000000000,0.0003006598,0.0003164840,0.0003323082,0.0003222929,0.0003091186
-15.9000000000,0.0003005150,0.0003163316,0.0003321482,0.0003221408,0.0003089658
-15.8000000000,0.0003003702,0.0003161792,0.0003319882,0.0003219887,0.0003088130
-15.7000000000,0.0003002255,0.0003160268,0.0003318281,0.0003218365,0.0003086602
-15.6000000000,0.0003000807,0.0003158744,0.0003316681,0.0003216844,0.0003085074
-15.5000000000,0.0002999359,0.0003157220,0.0003315081,0.0003215323,0.0003083545
-15.4000000000,0.0002997911,0.0003155696,0.0003313481,0.0003213801,0.0003082017
-15.3000000000,0.0002996463,0.0003154172,0.0003311881,0.0003212280,0.0003080489
-15.2000000000,0.0002995016,0.0003152648,0.0003310280,0.0003210758,0.0003078960
-15.1000000000,0.0002993568,0.0003151124,0.0003308680,0.0003209237,0.0003077432
-15.0000000000,0.0002992120,0.0003149600,0.0003307080,0.0003207715,0.0003075904
-14.9000000000,0.0002990672,0.0003148076,0.0003305480,0.0003206194,0.0003074375
-14.8000000000,0.0002989224,0.0003146552,0.0003303880,0.0003204672,0.0003072847
-14.7000000000,0.0002987777,0.0003145028,0.0003302279,0.0003203151,0.0003071318
-14.6000000000,0.0002986329,0.0003143504,0.0003300679,0.0003201629,0.0003069790
-14.5000000000,0.0002984881,0.0003141980,0.0003299079,0.0003200108,0.0003068261
-14.4000000000,0.0002983433,0.0003140456,0.0003297479,0.0003198586,0.0003066733
-14.3000000000,0.0002981985,0.0003138932,0.0003295879,0.0003197064,0.0003065204
-14.2000000000,0.0002980538,0.0003137408,0.0003294278,0.0003195543,0.0003063676
-14.1000000000,0.0002979090,0.0003135884,0.0003292678,0.0003194021,0.0003062147
-14.0000000000,0.0002977642,0.0003134360,0.0003291078,0.0003192499,0.0003060618
-13.9000000000,0.0002976194,0.0003132836,0.0003289478,0.0003190978,0.0003059090
-13.8000000000,0.0002974746,0.0003131312,0.0003287878,0.0003189456,0.0003057561
-13.7000000000,0.0002973299,0.0003129788,0.0003286277,0.0003187934,0.0003056032
-13.6000000000,0.0002971851,0.0003128264,0.0003284677,0.0003186412,0.0003054503
-13.5000000000,0.0002970403,0.0003126740,0.0003283077,0.0003184890,0.0003052975
-13.4000000000,0.0002968955,0.0003125216,0.0003281477,0.0003183369,0.0003051446
-13.3000000000,0.0002967507,0.0003123692,0.0003279877,0.0003181847,0.0003049917
-13.2000000000,0.0002966060,0.0003122168,0.0003278276,0.0003180325,0.0003048388
-13.1000000000,0.0002964612,0.0003120644,0.0003276676,0.0003178803,0.0003046859
-13.0000000000,0.0002963164,0.0003119120,0.0003275076,0.0003177281,0.0003045330
-12.9000000000,0.0002961716,0.0003117596,0.0003273476,0.0003175759,0.0003043801
-12.8000000000,0.0002960268,0.0003116072,0.0003271876,0.0003174237,0.0003042272
-12.7000000000,0.0002958821,0.0003114548,0.0003270275,0.0003172715,0.0003040743
-12.6000000000,0.0002957373,0.0003113024,0.0003268675,0.0003171193,0.0003039214
-12.5000000000,0.0002955925,0.0003111500,0.0003267075,0.0003170172,0.0003038188
-12.4000000000,0.0002954477,0.0003109976,0.0003265475,0.0003168648,0.0003036657
-12.3000000000,0.0002953029,0.0003108452,0.0003263875,0.0003167125,0.0003035127
-12.2000000000,0.0002951582,0.0003106928,0.0003262274,0.0003165602,0.0003033596
-12.1000000000,0.0002950134,0.0003105404,0.0003260674,0.0003164078,0.0003032066
-12.0000000000,0.0002948686,0.0003103880,0.0003259074,0.0003162555,0.0003030535
-11.9000000000,0.0002947238,0.0003102356,0.0003257474,0.0003161031,0.0003029005
-11.8000000000,0.0002945790,0.0003100832,0.0003255874,0.0003159508,0.0003027474
-11.7000000000,0.0002944343,0.0003099308,0.0003254273,0.0003157984,0.0003025944
-11.6000000000,0.0002942895,0.0003097784,0.0003252673,0.0003156461,0.0003024413
-11.5000000000,0.0002941447,0.0003096260,0.0003251073,0.0003154937,0.0003022882
-11.4000000000,0.0002939999,0.0003094736,0.0003249473,0.0003153413,0.0003021351
-11.3000000000,0.0002938551,0.0003093212,0.0003247873,0.0003151890,0.0003019821
-11.2000000000,0.0002937104,0.0003091688,0.0003246272,0.0003150366,0.0003018290
-11.1000000000,0.0002935656,0.0003090164,0.0003244672,0.0003148842,0.0003016759
-11.0000000000,0.0002934208,0.0003088640,0.0003243072,0.0003147319,0.0003015228
-10.9000000000,0.0002932760,0.0003087116,0.0003241472,0.0003145795,0.0003013697
-10.8000000000,0.0002931312,0.0003085592,0.0003239872,0.0003144271,0.0003012166
-10.7000000000,0.0002929865,0.0003084068,0.0003238271,0.0003142747,0.0003010635
-10.6000000000,0.0002928417,0.0003082544,0.0003236671,0.0003141224,0.0003009104
-10.5000000000,0.0002926969,0.0003081020,0.0003235071,0.0003139700,0.0003007573
-10.4000000000,0.0002925521,0.0003079496,0.0003233471,0.0003138176,0.0003006042
-10.3000000000,0.0002924073,0.0003077972,0.0003231871,0.0003136652,0.0003004511
-10.2000000000,0.0002922626,0.0003076448,0.0003230270,0.0003135128,0.0003002980
-10.1000000000,0.0002921178,0.0003074924,0.0003228670,0.0003133604,0.0003001449
-10.0000000000,0.0002919730,0.0003073400,0.0003227070,0.0003132080,0.0002999918
-9.9000000000,0.0002918282,0.0003071876,0.0003225470,0.0003130556,0.0002998387
-9.8000000000,0.0002916834,0.0003070352,0.0003223870,0.0003129032,0.0002996856
-9.7000000000,0.0002915387,0.0003068828,0.0003222269,0.0003127508,0.0002995324
-9.6000000000,0.0002913939,0.0003067304,0.0003220669,0.0003125984,0.0002993793
-9.5000000000,0.0002912491,0.0003065780,0.0003219069,0.0003124460,0.0002992262
-9.4000000000,0.0002911043,0.0003064256,0.0003217469,0.0003122936,0.0002990730
-9.3000000000,0.0002909595,0.0003062732,0.0003215869,0.0003121412,0.0002989199
-9.2000000000,0.0002908148,0.0003061208,0.0003214268,0.0003119888,0.0002987668
-9.1000000000,0.0002906700,0.0003059684,0.0003212668,0.0003118364,0.0002986136
-9.0000000000,0.0002905252,0.0003058160,0.0003211068,0.0003116840,0.0002984605
-8.9000000000,0.0002903804,0.0003056636,0.0003209468,0.0003115316,0.0002983073
-8.8000000000,0.0002902356,0.0003055112,0.0003207868,0.0003113791,0.0002981542
-8.7000000000,0.0002900909,0.0003053588,0.0003206267,0.0003112267,0.0002980010
-8.6000000000,0.0002899461,0.0003052064,0.0003204667,0.0003110743,0.0002978479
-8.5000000000,0.0002898013,0.0003050540,0.0003203067,0.0003109219,0.0002976947
-8.4000000000,0.0002896565,0.0003049016,0.0003201467,0.0003107694,0.0002975415
-8.3000000000,0.0002895117,0.0003047492,0.0003199867,0.0003106170,0.0002973884
-8.2000000000,0.0002893670,0.0003045968,0.0003198266,0.0003104646,0.0002972352
-8.1000000000,0.0002892222,0.0003044444,0.0003196666,0.0003103121,0.0002970820
-8.0000000000,0.0002890774,0.0003042920,0.0003195066,0.0003101597,0.0002969289
-7.9000000000,0.0002889326,0.0003041396,0.0003193466,0.0003100072,0.0002967757
-7.8000000000,0.0002887878,0.0003039872,0.0003191866,0.0003098548,0.0002966225
-7.7000000000,0.0002886431,0.0003038348,0.0003190265,0.0003097023,0.0002964693
-7.6000000000,0.0002884983,0.0003036824,0.0003188665,0.0003095499,0.0002963161
-7.5000000000,0.0002883535,0.0003035300,0.0003187065,0.0003094409,0.0002962066
-7.4000000000,0.0002882087,0.0003033776,0.0003185465,0.0003092883,0.0002960532
-7.3000000000,0.0002880639,0.0003032252,0.0003183865,0.0003091357,0.0002958999
-7.2000000000,0.0002879192,0.0003030728,0.0003182264,0.0003089831,0.0002957466
-7.1000000000,0.0002877744,0.0003029204,0.0003180664,0.0003088305,0.0002955932
-7.0000000000,0.0002876296,0.0003027680,0.0003179064,0.0003086779,0.0002954399
-6.9000000000,0.0002874848,0.0003026156,0.0003177464,0.0003085253,0.0002952865
-6.8000000000,0.0002873400,0.0003024632,0.0003175864,0.0003083727,0.0002951332
-6.7000000000,0.0002871953,0.0003023108,0.0003174263,0.0003082201,0.0002949798
-6.6000000000,0.0002870505,0.0003021584,0.0003172663,0.0003080675,0.0002948265
-6.5000000000,0.0002869057,0.0003020060,0.0003171063,0.0003079149,0.0002946731
-6.4000000000,0.0002867609,0.0003018536,0.0003169463,0.0003077623,0.0002945198
-6.3000000000,0.0002866161,0.0003017012,0.0003167863,0.0003076097,0.0002943664
-6.2000000000,0.0002864714,0.0003015488,0.0003166262,0.0003074570,0.0002942130
-6.1000000000,0.0002863266,0.0003013964,0.0003164662,0.0003073044,0.0002940597
-6.0000000000,0.0002861818,0.0003012440,0.0003163062,0.0003071518,0.0002939063
-5.9000000000,0.0002860370,0.0003010916,0.0003161462,0.0003069992,0.0002937529
-5.8000000000,0.0002858922,0.0003009392,0.0003159862,0.0003068465,0.0002935995
-5.7000000000,0.0002857475,0.0003007868,0.0003158261,0.0003066939,0.0002934462
-5.6000000000,0.0002856027,0.0003006344,0.0003156661,0.0003065413,0.0002932928
-5.5000000000,0.0002854579,0.0003004820,0.0003155061,0.0003063886,0.0002931394
-5.4000000000,0.0002853131,0.0003003296,0.0003153461,0.0003062360,0.0002929860
-5.3000000000,0.0002851683,0.0003001772,0.0003151861,0.0003060834,0.0002928326
-5.2000000000,0.0002850236,0.0003000248,0.0003150260,0.0003059307,0.0002926792
-5.1000000000,0.0002848788,0.0002998724,0.0003148660,0.0003057781,0.0002925258
-5.0000000000,0.0002847340,0.0002997200,0.0003147060,0.0003056254,0.0002923724
-4.9000000000,0.0002845892,0.0002995676,0.0003145460,0.0003054728,0.0002922190
-4.8000000000,0.0002844444,0.0002994152,0.0003143860,0.0003053201,0.0002920656
-4.7000000000,0.0002842997,0.0002992628,0.0003142259,0.0003051675,0.0002919122
-4.6000000000,0.0002841549,0.0002991104,0.0003140659,0.0003050148,0.0002917588
-4.5000000000,0.0002840101,0.0002989580,0.0003139059,0.0003048622,0.0002916053
-4.4000000000,0.0002838653,0.0002988056,0.0003137459,0.0003047095,0.0002914519
-4.3000000000,0.0002837205,0.0002986532,0.0003135859,0.0003045568,0.0002912985
-4.2000000000,0.0002835758,0.0002985008,0.0003134258,0.0003044042,0.0002911451
-4.1000000000,0.0002834310,0.0002983484,0.0003132658,0.0003042515,0.0002909916
-4.0000000000,0.0002832862,0.0002981960,0.0003131058,0.0003040988,0.0002908382
-3.9000000000,0.0002831414,0.0002980436,0.0003129458,0.0003039462,0.0002906847
-3.8000000000,0.0002829966,0.0002978912,0.0003127858,0.0003037935,0.0002905313
-3.7000000000,0.0002828519,0.0002977388,0.0003126257,0.0003036408,0.0002903779
-3.6000000000,0.0002827071,0.0002975864,0.0003124657,0.0003034881,0.0002902244
-3.5000000000,0.0002825623,0.0002974340,0.0003123057,0.0003033354,0.0002900710
-3.4000000000,0.0002824175,0.0002972816,0.0003121457,0.0003031827,0.0002899175
-3.3000000000,0.0002822727,0.0002971292,0.0003119857,0.0003030301,0.0002897640
-3.2000000000,0.0002821280,0.0002969768,0.0003118256,0.0003028774,0.0002896106
-3.1000000000,0.0002819832,0.0002968244,0.0003116656,0.0003027247,0.0002894571
-3.0000000000,0.0002818384,0.0002966720,0.0003115056,0.0003025720,0.0002893036
-2.9000000000,0.0002816936,0.0002965196,0.0003113456,0.0003024193,0.0002891502
-2.8000000000,0.0002815488,0.0002963672,0.0003111856,0.0003022666,0.0002889967
-2.7000000000,0.0002814041,0.0002962148,0.0003110255,0.0003021139,0.0002888432
-2.6000000000,0.0002812593,0.0002960624,0.0003108655,0.0003019611,0.0002886897
-2.5000000000,0.0002811145,0.0002959100,0.0003107055,0.0003018452,0.0002885732
-2.4000000000,0.0002809697,0.0002957576,0.0003105455,0.0003016924,0.0002884196
-2.3000000000,0.0002808249,0.0002956052,0.0003103855,0.0003015395,0.0002882659
-2.2000000000,0.0002806802,0.0002954528,0.0003102254,0.0003013867,0.0002881123
-2.1000000000,0.0002805354,0.0002953004,0.0003100654,0.0003012338,0.0002879587
-2.0000000000,0.0002803906,0.0002951480,0.0003099054,0.0003010810,0.0002878050
-1.9000000000,0.0002802458,0.0002949956,0.0003097454,0.0003009281,0.0002876514
-1.8000000000,0.0002801010,0.0002948432,0.0003095854,0.0003007752,0.0002874977
-1.7000000000,0.0002799563,0.0002946908,0.0003094253,0.0003006224,0.0002873441
-1.6000000000,0.0002798115,0.0002945384,0.0003092653,0.0003004695,0.0002871904
-1.5000000000,0.0002796667,0.0002943860,0.0003091053,0.0003003166,0.0002870368
-1.4000000000,0.0002795219,0.0002942336,0.0003089453,0.0003001638,0.0002868831
-1.3000000000,0.0002793771,0.0002940812,0.0003087853,0.0003000109,0.0002867295
-1.2000000000,0.0002792324,0.0002939288,0.0003086252,0.0002998580,0.0002865758
-1.1000000000,0.0002790876,0.0002937764,0.0003084652,0.0002997051,0.0002864221
-1.0000000000,0.0002789428,0.0002936240,0.0003083052,0.0002995522,0.0002862685
-0.9000000000,0.0002787980,0.0002934716,0.0003081452,0.0002993994,0.0002861148
-0.8000000000,0.0002786532,0.0002933192,0.0003079852,0.0002992465,0.0002859611
-0.7000000000,0.0002785085,0.0002931668,0.0003078251,0.0002990936,0.0002858074
-0.6000000000,0.0002783637,0.0002930144,0.0003076651,0.0002989407,0.0002856538
-0.5000000000,0.0002782189,0.0002928620,0.0003075051,0.0002987878,0.0002855001
-0.4000000000,0.0002780741,0.0002927096,0.0003073451,0.0002986349,0.0002853464
-0.3000000000,0.0002779293,0.0002925572,0.0003071851,0.0002984820,0.0002851927
-0.2000000000,0.0002777846,0.0002924048,0.0003070250,0.0002983291,0.0002850390
-0.1000000000,0.0002776398,0.0002922524,0.0003068650,0.0002981762,0.0002848853
0.0000000000,0.0002774950,0.0002921000,0.0003067050,0.0002980233,0.0002847316
0.1000000000,0.0002773502,0.0002919476,0.0003065450,0.0002978704,0.0002845779
0.2000000000,0.0002772054,0.0002917952,0.0003063850,0.0002977174,0.0002844241
0.3000000000,0.0002770607,0.0002916428,0.0003062249,0.0002975645,0.0002842704
0.4000000000,0.0002769159,0.0002914904,0.0003060649,0.0002974116,0.0002841167
0.5000000000,0.0002767711,0.0002913380,0.0003059049,0.0002972587,0.0002839630
0.6000000000,0.0002766263,0.0002911856,0.0003057449,0.0002971057,0.0002838093
0.7000000000,0.0002764815,0.0002910332,0.0003055849,0.0002969528,0.0002836555
0.8000000000,0.0002763368,0.0002908808,0.0003054248,0.0002967999,0.0002835018
0.9000000000,0.0002761920,0.0002907284,0.0003052648,0.0002966469,0.0002833480
1.0000000000,0.0002760472,0.0002905760,0.0003051048,0.0002964940,0.0002831943
1.1000000000,0.0002759024,0.0002904236,0.0003049448,0.0002963411,0.0002830406
1.2000000000,0.0002757576,0.0002902712,0.0003047848,0.0002961881,0.0002828868
1.3000000000,0.0002756129,0.0002901188,0.0003046247,0.0002960352,0.0002827331
1.4000000000,0.0002754681,0.0002899664,0.0003044647,0.0002958822,0.0002825793
1.5000000000,0.0002753233,0.0002898140,0.0003043047,0.0002957293,0.0002824255
1.6000000000,0.0002751785,0.0002896616,0.0003041447,0.0002955763,0.0002822718
1.7000000000,0.0002750337,0.0002895092,0.0003039847,0.0002954234,0.0002821180
1.8000000000,0.0002748890,0.0002893568,0.0003038246,0.0002952704,0.0002819642
1.9000000000,0.0002747442,0.0002892044,0.0003036646,0.0002951174,0.0002818105
2.0000000000,0.0002745994,0.0002890520,0.0003035046,0.0002949645,0.0002816567
2.1000000000,0.0002744546,0.0002888996,0.0003033446,0.0002948115,0.0002815029
2.2000000000,0.0002743098,0.0002887472,0.0003031846,0.0002946585,0.0002813491
2.3000000000,0.0002741651,0.0002885948,0.0003030245,0.0002945056,0.0002811953
2.4000000000,0.0002740203,0.0002884424,0.0003028645,0.0002943526,0.0002810415
2.5000000000,0.0002738755,0.0002882900,0.0003027045,0.0002942297,0.0002809180
2.6000000000,0.0002737307,0.0002881376,0.0003025445,0.0002940766,0.0002807641
2.7000000000,0.0002735859,0.0002879852,0.0003023845,0.0002939235,0.0002806101
2.8000000000,0.0002734412,0.0002878328,0.0003022244,0.0002937704,0.0002804562
2.9000000000,0.0002732964,0.0002876804,0.0003020644,0.0002936173,0.0002803023
3.0000000000,0.0002731516,0.0002875280,0.0003019044,0.0002934641,0.0002801483
3.1000000000,0.0002730068,0.0002873756,0.0003017444,0.0002933110,0.0002799944
3.2000000000,0.0002728620,0.0002872232,0.0003015844,0.0002931579,0.0002798404
3.3000000000,0.0002727173,0.0002870708,0.0003014243,0.0002930047,0.0002796864
3.4000000000,0.0002725725,0.0002869184,0.0003012643,0.0002928516,0.0002795325
3.5000000000,0.0002724277,0.0002867660,0.0003011043,0.0002926985,0.0002793785
3.6000000000,0.0002722829,0.0002866136,0.0003009443,0.0002925453,0.0002792245
3.7000000000,0.0002721381,0.0002864612,0.0003007843,0.0002923922,0.0002790706
3.8000000000,0.0002719934,0.0002863088,0.0003006242,0.0002922390,0.0002789166
3.9000000000,0.0002718486,0.0002861564,0.0003004642,0.0002920859,0.0002787626
4.0000000000,0.0002717038,0.0002860040,0.0003003042,0.0002919327,0.0002786086
4.1000000000,0.0002715590,0.0002858516,0.0003001442,0.0002917796,0.0002784546
