T_amb_C,D_eff_lower,D_eff_nominal,D_eff_upper,D_TF_high_cal,D_TF_low_cal
4.2000000000,0.0002714142,0.0002856992,0.0002999842,0.0002916264,0.0002783006
4.3000000000,0.0002712695,0.0002855468,0.0002998241,0.0002914732,0.0002781467
4.4000000000,0.0002711247,0.0002853944,0.0002996641,0.0002913201,0.0002779927
4.5000000000,0.0002709799,0.0002852420,0.0002995041,0.0002911669,0.0002778386
4.6000000000,0.0002708351,0.0002850896,0.0002993441,0.0002910137,0.0002776846
4.7000000000,0.0002706903,0.0002849372,0.0002991841,0.0002908605,0.0002775306
4.8000000000,0.0002705456,0.0002847848,0.0002990240,0.0002907074,0.0002773766
4.9000000000,0.0002704008,0.0002846324,0.0002988640,0.0002905542,0.0002772226
5.0000000000,0.0002702560,0.0002844800,0.0002987040,0.0002904010,0.0002770686
5.1000000000,0.0002701112,0.0002843276,0.0002985440,0.0002902478,0.0002769145
5.2000000000,0.0002699664,0.0002841752,0.0002983840,0.0002900946,0.0002767605
5.3000000000,0.0002698217,0.0002840228,0.0002982239,0.0002899414,0.0002766065
5.4000000000,0.0002696769,0.0002838704,0.0002980639,0.0002897882,0.0002764524
5.5000000000,0.0002695321,0.0002837180,0.0002979039,0.0002896350,0.0002762984
5.6000000000,0.0002693873,0.0002835656,0.0002977439,0.0002894818,0.0002761444
5.7000000000,0.0002692425,0.0002834132,0.0002975839,0.0002893286,0.0002759903
5.8000000000,0.0002690978,0.0002832608,0.0002974238,0.0002891754,0.0002758362
5.9000000000,0.0002689530,0.0002831084,0.0002972638,0.0002890222,0.0002756822
6.0000000000,0.0002688082,0.0002829560,0.0002971038,0.0002888690,0.0002755281
6.1000000000,0.0002686634,0.0002828036,0.0002969438,0.0002887158,0.0002753741
6.2000000000,0.0002685186,0.0002826512,0.0002967838,0.0002885626,0.0002752200
6.3000000000,0.0002683739,0.0002824988,0.0002966237,0.0002884093,0.0002750659
6.4000000000,0.0002682291,0.0002823464,0.0002964637,0.0002882561,0.0002749118
6.5000000000,0.0002680843,0.0002821940,0.0002963037,0.0002881029,0.0002747578
6.6000000000,0.0002679395,0.0002820416,0.0002961437,0.0002879496,0.0002746037
6.7000000000,0.0002677947,0.0002818892,0.0002959837,0.0002877964,0.0002744496
6.8000000000,0.0002676500,0.0002817368,0.0002958236,0.0002876432,0.0002742955
6.9000000000,0.0002675052,0.0002815844,0.0002956636,0.0002874899,0.0002741414
7.0000000000,0.0002673604,0.0002814320,0.0002955036,0.0002873367,0.0002739873
7.1000000000,0.0002672156,0.0002812796,0.0002953436,0.0002871834,0.0002738332
7.2000000000,0.0002670708,0.0002811272,0.0002951836,0.0002870302,0.0002736791
7.3000000000,0.0002669261,0.0002809748,0.0002950235,0.0002868769,0.0002735250
7.4000000000,0.0002667813,0.0002808224,0.0002948635,0.0002867237,0.0002733709
7.5000000000,0.0002666365,0.0002806700,0.0002947035,0.0002865939,0.0002732403
7.6000000000,0.0002664917,0.0002805176,0.0002945435,0.0002864405,0.0002730860
7.7000000000,0.0002663469,0.0002803652,0.0002943835,0.0002862871,0.0002729318
7.8000000000,0.0002662022,0.0002802128,0.0002942234,0.0002861337,0.0002727775
7.9000000000,0.0002660574,0.0002800604,0.0002940634,0.0002859803,0.0002726232
8.0000000000,0.0002659126,0.0002799080,0.0002939034,0.0002858269,0.0002724690
8.1000000000,0.0002657678,0.0002797556,0.0002937434,0.0002856735,0.0002723147
8.2000000000,0.0002656230,0.0002796032,0.0002935834,0.0002855200,0.0002721604
8.3000000000,0.0002654783,0.0002794508,0.0002934233,0.0002853666,0.0002720061
8.4000000000,0.0002653335,0.0002792984,0.0002932633,0.0002852132,0.0002718518
8.5000000000,0.0002651887,0.0002791460,0.0002931033,0.0002850598,0.0002716975
8.6000000000,0.0002650439,0.0002789936,0.0002929433,0.0002849064,0.0002715432
8.7000000000,0.0002648991,0.0002788412,0.0002927833,0.0002847529,0.0002713889
8.8000000000,0.0002647544,0.0002786888,0.0002926232,0.0002845995,0.0002712346
8.9000000000,0.0002646096,0.0002785364,0.0002924632,0.0002844461,0.0002710803
9.0000000000,0.0002644648,0.0002783840,0.0002923032,0.0002842926,0.0002709260
9.1000000000,0.0002643200,0.0002782316,0.0002921432,0.0002841392,0.0002707717
9.2000000000,0.0002641752,0.0002780792,0.0002919832,0.0002839857,0.0002706174
9.3000000000,0.0002640305,0.0002779268,0.0002918231,0.0002838323,0.0002704630
9.4000000000,0.0002638857,0.0002777744,0.0002916631,0.0002836788,0.0002703087
9.5000000000,0.0002637409,0.0002776220,0.0002915031,0.0002835254,0.0002701544
9.6000000000,0.0002635961,0.0002774696,0.0002913431,0.0002833719,0.0002700000
9.7000000000,0.0002634513,0.0002773172,0.0002911831,0.0002832185,0.0002698457
9.8000000000,0.0002633066,0.0002771648,0.0002910230,0.0002830650,0.0002696913
9.9000000000,0.0002631618,0.0002770124,0.0002908630,0.0002829115,0.0002695370
10.0000000000,0.0002630170,0.0002768600,0.0002907030,0.0002827581,0.0002693826
10.1000000000,0.0002628722,0.0002767076,0.0002905430,0.0002826046,0.0002692283
10.2000000000,0.0002627274,0.0002765552,0.0002903830,0.0002824511,0.0002690739
10.3000000000,0.0002625827,0.0002764028,0.0002902229,0.0002822976,0.0002689195
10.4000000000,0.0002624379,0.0002762504,0.0002900629,0.0002821441,0.0002687652
10.5000000000,0.0002622931,0.0002760980,0.0002899029,0.0002819907,0.0002686108
10.6000000000,0.0002621483,0.0002759456,0.0002897429,0.0002818372,0.0002684564
10.7000000000,0.0002620035,0.0002757932,0.0002895829,0.0002816837,0.0002683020
10.8000000000,0.0002618588,0.0002756408,0.0002894228,0.0002815302,0.0002681476
10.9000000000,0.0002617140,0.0002754884,0.0002892628,0.0002813767,0.0002679932
11.0000000000,0.0002615692,0.0002753360,0.0002891028,0.0002812232,0.0002678388
11.1000000000,0.0002614244,0.0002751836,0.0002889428,0.0002810697,0.0002676844
11.2000000000,0.0002612796,0.0002750312,0.0002887828,0.0002809162,0.0002675300
11.3000000000,0.0002611349,0.0002748788,0.0002886227,0.0002807627,0.0002673756
11.4000000000,0.0002609901,0.0002747264,0.0002884627,0.0002806091,0.0002672212
11.5000000000,0.0002608453,0.0002745740,0.0002883027,0.0002804556,0.0002670668
11.6000000000,0.0002607005,0.0002744216,0.0002881427,0.0002803021,0.0002669124
11.7000000000,0.0002605557,0.0002742692,0.0002879827,0.0002801486,0.0002667579
11.8000000000,0.0002604110,0.0002741168,0.0002878226,0.0002799950,0.0002666035
11.9000000000,0.0002602662,0.0002739644,0.0002876626,0.0002798415,0.0002664491
12.0000000000,0.0002601214,0.0002738120,0.0002875026,0.0002796880,0.0002662946
12.1000000000,0.0002599766,0.0002736596,0.0002873426,0.0002795344,0.0002661402
12.2000000000,0.0002598318,0.0002735072,0.0002871826,0.0002793809,0.0002659857
12.3000000000,0.0002596871,0.0002733548,0.0002870225,0.0002792274,0.0002658313
12.4000000000,0.0002595423,0.0002732024,0.0002868625,0.0002790738,0.0002656768
12.5000000000,0.0002593975,0.0002730500,0.0002867025,0.0002789370,0.0002655392
12.6000000000,0.0002592527,0.0002728976,0.0002865425,0.0002787833,0.0002653846
12.7000000000,0.0002591079,0.0002727452,0.0002863825,0.0002786296,0.0002652300
12.8000000000,0.0002589632,0.0002725928,0.0002862224,0.0002784759,0.0002650754
12.9000000000,0.0002588184,0.0002724404,0.0002860624,0.0002783222,0.0002649208
13.0000000000,0.0002586736,0.0002722880,0.0002859024,0.0002781685,0.0002647662
13.1000000000,0.0002585288,0.0002721356,0.0002857424,0.0002780148,0.0002646115
13.2000000000,0.0002583840,0.0002719832,0.0002855824,0.0002778611,0.0002644569
13.3000000000,0.0002582393,0.0002718308,0.0002854223,0.0002777074,0.0002643023
13.4000000000,0.0002580945,0.0002716784,0.0002852623,0.0002775537,0.0002641476
13.5000000000,0.0002579497,0.0002715260,0.0002851023,0.0002774000,0.0002639930
13.6000000000,0.0002578049,0.0002713736,0.0002849423,0.0002772463,0.0002638383
13.7000000000,0.0002576601,0.0002712212,0.0002847823,0.0002770925,0.0002636837
13.8000000000,0.0002575154,0.0002710688,0.0002846222,0.0002769388,0.0002635290
13.9000000000,0.0002573706,0.0002709164,0.0002844622,0.0002767851,0.0002633744
14.0000000000,0.0002572258,0.0002707640,0.0002843022,0.0002766313,0.0002632197
14.1000000000,0.0002570810,0.0002706116,0.0002841422,0.0002764776,0.0002630651
14.2000000000,0.0002569362,0.0002704592,0.0002839822,0.0002763239,0.0002629104
14.3000000000,0.0002567915,0.0002703068,0.0002838221,0.0002761701,0.0002627557
14.4000000000,0.0002566467,0.0002701544,0.0002836621,0.0002760164,0.0002626010
14.5000000000,0.0002565019,0.0002700020,0.0002835021,0.0002758626,0.0002624463
14.6000000000,0.0002563571,0.0002698496,0.0002833421,0.0002757089,0.0002622916
14.7000000000,0.0002562123,0.0002696972,0.0002831821,0.0002755551,0.0002621370
14.8000000000,0.0002560676,0.0002695448,0.0002830220,0.0002754013,0.0002619823
14.9000000000,0.0002559228,0.0002693924,0.0002828620,0.0002752476,0.0002618275
15.0000000000,0.0002557780,0.0002692400,0.0002827020,0.0002750938,0.0002616728
15.1000000000,0.0002556332,0.0002690876,0.0002825420,0.0002749400,0.0002615181
15.2000000000,0.0002554884,0.0002689352,0.0002823820,0.0002747862,0.0002613634
15.3000000000,0.0002553437,0.0002687828,0.0002822219,0.0002746325,0.0002612087
15.4000000000,0.0002551989,0.0002686304,0.0002820619,0.0002744787,0.0002610540
15.5000000000,0.0002550541,0.0002684780,0.0002819019,0.0002743249,0.0002608992
15.6000000000,0.0002549093,0.0002683256,0.0002817419,0.0002741711,0.0002607445
15.7000000000,0.0002547645,0.0002681732,0.0002815819,0.0002740173,0.0002605898
15.8000000000,0.0002546198,0.0002680208,0.0002814218,0.0002738635,0.0002604350
15.9000000000,0.0002544750,0.0002678684,0.0002812618,0.0002737097,0.0002602803
16.0000000000,0.0002543302,0.0002677160,0.0002811018,0.0002735559,0.0002601255
16.1000000000,0.0002541854,0.0002675636,0.0002809418,0.0002734021,0.0002599707
16.2000000000,0.0002540406,0.0002674112,0.0002807818,0.0002732483,0.0002598160
16.3000000000,0.0002538959,0.0002672588,0.0002806217,0.0002730945,0.0002596612
16.4000000000,0.0002537511,0.0002671064,0.0002804617,0.0002729407,0.0002595064
16.5000000000,0.0002536063,0.0002669540,0.0002803017,0.0002727868,0.0002593517
16.6000000000,0.0002534615,0.0002668016,0.0002801417,0.0002726330,0.0002591969
16.7000000000,0.0002533167,0.0002666492,0.0002799817,0.0002724792,0.0002590421
16.8000000000,0.0002531720,0.0002664968,0.0002798216,0.0002723253,0.0002588873
16.9000000000,0.0002530272,0.0002663444,0.0002796616,0.0002721715,0.0002587325
17.0000000000,0.0002528824,0.0002661920,0.0002795016,0.0002720177,0.0002585777
17.1000000000,0.0002527376,0.0002660396,0.0002793416,0.0002718638,0.0002584229
17.2000000000,0.0002525928,0.0002658872,0.0002791816,0.0002717100,0.0002582681
17.3000000000,0.0002524481,0.0002657348,0.0002790215,0.0002715561,0.0002581133
17.4000000000,0.0002523033,0.0002655824,0.0002788615,0.0002714023,0.0002579585
17.5000000000,0.0002521585,0.0002654300,0.0002787015,0.0002712585,0.0002578138
17.6000000000,0.0002520137,0.0002652776,0.0002785415,0.0002711045,0.0002576588
17.7000000000,0.0002518689,0.0002651252,0.0002783815,0.0002709505,0.0002575038
17.8000000000,0.0002517242,0.0002649728,0.0002782214,0.0002707965,0.0002573489
17.9000000000,0.0002515794,0.0002648204,0.0002780614,0.0002706425,0.0002571939
18.0000000000,0.0002514346,0.0002646680,0.0002779014,0.0002704885,0.0002570389
18.1000000000,0.0002512898,0.0002645156,0.0002777414,0.0002703345,0.0002568839
18.2000000000,0.0002511450,0.0002643632,0.0002775814,0.0002701804,0.0002567289
18.3000000000,0.0002510003,0.0002642108,0.0002774213,0.0002700264,0.0002565739
18.4000000000,0.0002508555,0.0002640584,0.0002772613,0.0002698724,0.0002564189
18.5000000000,0.0002507107,0.0002639060,0.0002771013,0.0002697184,0.0002562639
18.6000000000,0.0002505659,0.0002637536,0.0002769413,0.0002695643,0.0002561089
18.7000000000,0.0002504211,0.0002636012,0.0002767813,0.0002694103,0.0002559539
18.8000000000,0.0002502764,0.0002634488,0.0002766212,0.0002692563,0.0002557989
18.9000000000,0.0002501316,0.0002632964,0.0002764612,0.0002691022,0.0002556438
19.0000000000,0.0002499868,0.0002631440,0.0002763012,0.0002689482,0.0002554888
19.1000000000,0.0002498420,0.0002629916,0.0002761412,0.0002687941,0.0002553338
19.2000000000,0.0002496972,0.0002628392,0.0002759812,0.0002686401,0.0002551787
19.3000000000,0.0002495525,0.0002626868,0.0002758211,0.0002684860,0.0002550237
19.4000000000,0.0002494077,0.0002625344,0.0002756611,0.0002683319,0.0002548686
19.5000000000,0.0002492629,0.0002623820,0.0002755011,0.0002681779,0.0002547136
19.6000000000,0.0002491181,0.0002622296,0.0002753411,0.0002680238,0.0002545585
19.7000000000,0.0002489733,0.0002620772,0.0002751811,0.0002678697,0.0002544034
19.8000000000,0.0002488286,0.0002619248,0.0002750210,0.0002677157,0.0002542484
19.9000000000,0.0002486838,0.0002617724,0.0002748610,0.0002675616,0.0002540933
20.0000000000,0.0002485390,0.0002616200,0.0002747010,0.0002674075,0.0002539382
20.1000000000,0.0002483942,0.0002614676,0.0002745410,0.0002672534,0.0002537831
20.2000000000,0.0002482494,0.0002613152,0.0002743810,0.0002670993,0.0002536280
20.3000000000,0.0002481047,0.0002611628,0.0002742209,0.0002669452,0.0002534729
20.4000000000,0.0002479599,0.0002610104,0.0002740609,0.0002667911,0.0002533178
20.5000000000,0.0002478151,0.0002608580,0.0002739009,0.0002666370,0.0002531627
20.6000000000,0.0002476703,0.0002607056,0.0002737409,0.0002664829,0.0002530076
20.7000000000,0.0002475255,0.0002605532,0.0002735809,0.0002663288,0.0002528525
20.8000000000,0.0002473808,0.0002604008,0.0002734208,0.0002661747,0.0002526974
20.9000000000,0.0002472360,0.0002602484,0.0002732608,0.0002660206,0.0002525423
21.0000000000,0.0002470912,0.0002600960,0.0002731008,0.0002658664,0.0002523871
21.1000000000,0.0002469464,0.0002599436,0.0002729408,0.0002657123,0.0002522320
21.2000000000,0.0002468016,0.0002597912,0.0002727808,0.0002655582,0.0002520769
21.3000000000,0.0002466569,0.0002596388,0.0002726207,0.0002654040,0.0002519217
21.4000000000,0.0002465121,0.0002594864,0.0002724607,0.0002652499,0.0002517666
21.5000000000,0.0002463673,0.0002593340,0.0002723007,0.0002650958,0.0002516114
21.6000000000,0.0002462225,0.0002591816,0.0002721407,0.0002649416,0.0002514562
21.7000000000,0.0002460777,0.0002590292,0.0002719807,0.0002647875,0.0002513011
21.8000000000,0.0002459330,0.0002588768,0.0002718206,0.0002646333,0.0002511459
21.9000000000,0.0002457882,0.0002587244,0.0002716606,0.0002644792,0.0002509907
22.0000000000,0.0002456434,0.0002585720,0.0002715006,0.0002643250,0.0002508355
22.1000000000,0.0002454986,0.0002584196,0.0002713406,0.0002641708,0.0002506803
22.2000000000,0.0002453538,0.0002582672,0.0002711806,0.0002640167,0.0002505252
22.3000000000,0.0002452091,0.0002581148,0.0002710205,0.0002638625,0.0002503700
22.4000000000,0.0002450643,0.0002579624,0.0002708605,0.0002637083,0.0002502148
22.5000000000,0.0002449195,0.0002578100,0.0002707005,0.0002635575,0.0002500629
22.6000000000,0.0002447747,0.0002576576,0.0002705405,0.0002634032,0.0002499076
22.7000000000,0.0002446299,0.0002575052,0.0002703805,0.0002632489,0.0002497522
22.8000000000,0.0002444852,0.0002573528,0.0002702204,0.0002630945,0.0002495969
22.9000000000,0.0002443404,0.0002572004,0.0002700604,0.0002629402,0.0002494415
23.0000000000,0.0002441956,0.0002570480,0.0002699004,0.0002627859,0.0002492861
23.1000000000,0.0002440508,0.0002568956,0.0002697404,0.0002626315,0.0002491308
23.2000000000,0.0002439060,0.0002567432,0.0002695804,0.0002624772,0.0002489754
23.3000000000,0.0002437613,0.0002565908,0.0002694203,0.0002623228,0.0002488200
23.4000000000,0.0002436165,0.0002564384,0.0002692603,0.0002621685,0.0002486646
23.5000000000,0.0002434717,0.0002562860,0.0002691003,0.0002620141,0.0002485092
23.6000000000,0.0002433269,0.0002561336,0.0002689403,0.0002618598,0.0002483538
23.7000000000,0.0002431821,0.0002559812,0.0002687803,0.0002617054,0.0002481984
23.8000000000,0.0002430374,0.0002558288,0.0002686202,0.0002615510,0.0002480430
23.9000000000,0.0002428926,0.0002556764,0.0002684602,0.0002613967,0.0002478876
24.0000000000,0.0002427478,0.0002555240,0.0002683002,0.0002612423,0.0002477321
24.1000000000,0.0002426030,0.0002553716,0.0002681402,0.0002610879,0.0002475767
24.2000000000,0.0002424582,0.0002552192,0.0002679802,0.0002609335,0.0002474213
24.3000000000,0.0002423135,0.0002550668,0.0002678201,0.0002607791,0.0002472658
24.4000000000,0.0002421687,0.0002549144,0.0002676601,0.0002606248,0.0002471104
24.5000000000,0.0002420239,0.0002547620,0.0002675001,0.0002604704,0.0002469549
24.6000000000,0.0002418791,0.0002546096,0.0002673401,0.0002603160,0.0002467995
24.7000000000,0.0002417343,0.0002544572,0.0002671801,0.0002601616,0.0002466440
24.8000000000,0.0002415896,0.0002543048,0.0002670200,0.0002600072,0.0002464886
24.9000000000,0.0002414448,0.0002541524,0.0002668600,0.0002598527,0.0002463331
25.0000000000,0.0002413000,0.0002540000,0.0002667000,0.0002596983,0.0002461776
25.1000000000,0.0002411400,0.0002538476,0.0002665552,0.0002595439,0.0002460221
25.2000000000,0.0002409800,0.0002536952,0.0002664104,0.0002593895,0.0002458666
25.3000000000,0.0002408199,0.0002535428,0.0002662657,0.0002592351,0.0002457112
25.4000000000,0.0002406599,0.0002533904,0.0002661209,0.0002590806,0.0002455557
25.5000000000,0.0002404999,0.0002532380,0.0002659761,0.0002589262,0.0002454001
25.6000000000,0.0002403399,0.0002530856,0.0002658313,0.0002587717,0.0002452446
25.7000000000,0.0002401799,0.0002529332,0.0002656865,0.0002586173,0.0002450891
25.8000000000,0.0002400198,0.0002527808,0.0002655418,0.0002584628,0.0002449336
25.9000000000,0.0002398598,0.0002526284,0.0002653970,0.0002583084,0.0002447781
26.0000000000,0.0002396998,0.0002524760,0.0002652522,0.0002581539,0.0002446225
26.1000000000,0.0002395398,0.0002523236,0.0002651074,0.0002579995,0.0002444670
26.2000000000,0.0002393798,0.0002521712,0.0002649626,0.0002578450,0.0002443115
26.3000000000,0.0002392197,0.0002520188,0.0002648179,0.0002576905,0.0002441559
26.4000000000,0.0002390597,0.0002518664,0.0002646731,0.0002575361,0.0002440004
26.5000000000,0.0002388997,0.0002517140,0.0002645283,0.0002573816,0.0002438448
26.6000000000,0.0002387397,0.0002515616,0.0002643835,0.0002572271,0.0002436892
26.7000000000,0.0002385797,0.0002514092,0.0002642387,0.0002570726,0.0002435337
26.8000000000,0.0002384196,0.0002512568,0.0002640940,0.0002569181,0.0002433781
26.9000000000,0.0002382596,0.0002511044,0.0002639492,0.0002567636,0.0002432225
27.0000000000,0.0002380996,0.0002509520,0.0002638044,0.0002566091,0.0002430669
27.1000000000,0.0002379396,0.0002507996,0.0002636596,0.0002564546,0.0002429113
27.2000000000,0.0002377796,0.0002506472,0.0002635148,0.0002563001,0.0002427557
27.3000000000,0.0002376195,0.0002504948,0.0002633701,0.0002561456,0.0002426001
27.4000000000,0.0002374595,0.0002503424,0.0002632253,0.0002559911,0.0002424445
27.5000000000,0.0002372995,0.0002501900,0.0002630805,0.0002558332,0.0002422855
27.6000000000,0.0002371395,0.0002500376,0.0002629357,0.0002556785,0.0002421297
27.7000000000,0.0002369795,0.0002498852,0.0002627909,0.0002555239,0.0002419740
27.8000000000,0.0002368194,0.0002497328,0.0002626462,0.0002553692,0.0002418182
27.9000000000,0.0002366594,0.0002495804,0.0002625014,0.0002552145,0.0002416624
28.0000000000,0.0002364994,0.0002494280,0.0002623566,0.0002550599,0.0002415066
28.1000000000,0.0002363394,0.0002492756,0.0002622118,0.0002549052,0.0002413508
28.2000000000,0.0002361794,0.0002491232,0.0002620670,0.0002547505,0.0002411951
28.3000000000,0.0002360193,0.0002489708,0.0002619223,0.0002545958,0.0002410393
28.4000000000,0.0002358593,0.0002488184,0.0002617775,0.0002544411,0.0002408834
28.5000000000,0.0002356993,0.0002486660,0.0002616327,0.0002542864,0.0002407276
28.6000000000,0.0002355393,0.0002485136,0.0002614879,0.0002541317,0.0002405718
28.7000000000,0.0002353793,0.0002483612,0.0002613431,0.0002539770,0.0002404160
28.8000000000,0.0002352192,0.0002482088,0.0002611984,0.0002538223,0.0002402602
28.9000000000,0.0002350592,0.0002480564,0.0002610536,0.0002536676,0.0002401043
29.0000000000,0.0002348992,0.0002479040,0.0002609088,0.0002535128,0.0002399485
29.1000000000,0.0002347392,0.0002477516,0.0002607640,0.0002533581,0.0002397926
29.2000000000,0.0002345792,0.0002475992,0.0002606192,0.0002532034,0.0002396368
29.3000000000,0.0002344191,0.0002474468,0.0002604745,0.0002530486,0.0002394809
29.4000000000,0.0002342591,0.0002472944,0.0002603297,0.0002528939,0.0002393251
29.5000000000,0.0002340991,0.0002471420,0.0002601849,0.0002527392,0.0002391692
29.6000000000,0.0002339391,0.0002469896,0.0002600401,0.0002525844,0.0002390133
29.7000000000,0.0002337791,0.0002468372,0.0002598953,0.0002524297,0.0002388574
29.8000000000,0.0002336190,0.0002466848,0.0002597506,0.0002522749,0.0002387015
29.9000000000,0.0002334590,0.0002465324,0.0002596058,0.0002521201,0.0002385457
30.0000000000,0.0002332990,0.0002463800,0.0002594610,0.0002519654,0.0002383898
30.1000000000,0.0002331390,0.0002462276,0.0002593162,0.0002518106,0.0002382338
30.2000000000,0.0002329790,0.0002460752,0.0002591714,0.0002516558,0.0002380779
30.3000000000,0.0002328189,0.0002459228,0.0002590267,0.0002515011,0.0002379220
30.4000000000,0.0002326589,0.0002457704,0.0002588819,0.0002513463,0.0002377661
30.5000000000,0.0002324989,0.0002456180,0.0002587371,0.0002511915,0.0002376102
30.6000000000,0.0002323389,0.0002454656,0.0002585923,0.0002510367,0.0002374542
30.7000000000,0.0002321789,0.0002453132,0.0002584475,0.0002508819,0.0002372983
30.8000000000,0.0002320188,0.0002451608,0.0002583028,0.0002507271,0.0002371423
30.9000000000,0.0002318588,0.0002450084,0.0002581580,0.0002505723,0.0002369864
31.0000000000,0.0002316988,0.0002448560,0.0002580132,0.0002504175,0.0002368304
31.1000000000,0.0002315388,0.0002447036,0.0002578684,0.0002502626,0.0002366744
31.2000000000,0.0002313788,0.0002445512,0.0002577236,0.0002501078,0.0002365185
31.3000000000,0.0002312187,0.0002443988,0.0002575789,0.0002499530,0.0002363625
31.4000000000,0.0002310587,0.0002442464,0.0002574341,0.0002497982,0.0002362065
31.5000000000,0.0002308987,0.0002440940,0.0002572893,0.0002496433,0.0002360505
31.6000000000,0.0002307387,0.0002439416,0.0002571445,0.0002494885,0.0002358945
31.7000000000,0.0002305787,0.0002437892,0.0002569997,0.0002493336,0.0002357385
31.8000000000,0.0002304186,0.0002436368,0.0002568550,0.0002491788,0.0002355825
31.9000000000,0.0002302586,0.0002434844,0.0002567102,0.0002490239,0.0002354265
32.0000000000,0.0002300986,0.0002433320,0.0002565654,0.0002488691,0.0002352705
32.1000000000,0.0002299386,0.0002431796,0.0002564206,0.0002487142,0.0002351144
32.2000000000,0.0002297786,0.0002430272,0.0002562758,0.0002485594,0.0002349584
32.3000000000,0.0002296185,0.0002428748,0.0002561311,0.0002484045,0.0002348023
32.4000000000,0.0002294585,0.0002427224,0.0002559863,0.0002482496,0.0002346463
32.5000000000,0.0002292985,0.0002425700,0.0002558415,0.0002480745,0.0002344699
32.6000000000,0.0002291385,0.0002424176,0.0002556967,0.0002479193,0.0002343135
32.7000000000,0.0002289785,0.0002422652,0.0002555519,0.0002477642,0.0002341572
32.8000000000,0.0002288184,0.0002421128,0.0002554072,0.0002476090,0.0002340009
32.9000000000,0.0002286584,0.0002419604,0.0002552624,0.0002474538,0.0002338445
33.0000000000,0.0002284984,0.0002418080,0.0002551176,0.0002472987,0.0002336881
33.1000000000,0.0002283384,0.0002416556,0.0002549728,0.0002471435,0.0002335318
33.2000000000,0.0002281784,0.0002415032,0.0002548280,0.0002469883,0.0002333754
33.3000000000,0.0002280183,0.0002413508,0.0002546833,0.0002468331,0.0002332190
33.4000000000,0.0002278583,0.0002411984,0.0002545385,0.0002466779,0.0002330626
33.5000000000,0.0002276983,0.0002410460,0.0002543937,0.0002465227,0.0002329062
33.6000000000,0.0002275383,0.0002408936,0.0002542489,0.0002463675,0.0002327498
33.7000000000,0.0002273783,0.0002407412,0.0002541041,0.0002462123,0.0002325934
33.8000000000,0.0002272182,0.0002405888,0.0002539594,0.0002460571,0.0002324370
33.9000000000,0.0002270582,0.0002404364,0.0002538146,0.0002459019,0.0002322806
34.0000000000,0.0002268982,0.0002402840,0.0002536698,0.0002457466,0.0002321242
34.1000000000,0.0002267382,0.0002401316,0.0002535250,0.0002455914,0.0002319678
34.2000000000,0.0002265782,0.0002399792,0.0002533802,0.0002454362,0.0002318113
34.3000000000,0.0002264181,0.0002398268,0.0002532355,0.0002452809,0.0002316549
34.4000000000,0.0002262581,0.0002396744,0.0002530907,0.0002451257,0.0002314984
34.5000000000,0.0002260981,0.0002395220,0.0002529459,0.0002449704,0.0002313420
34.6000000000,0.0002259381,0.0002393696,0.0002528011,0.0002448152,0.0002311855
34.7000000000,0.0002257781,0.0002392172,0.0002526563,0.0002446599,0.0002310290
34.8000000000,0.0002256180,0.0002390648,0.0002525116,0.0002445047,0.0002308725
34.9000000000,0.0002254580,0.0002389124,0.0002523668,0.0002443494,0.0002307161
35.0000000000,0.0002252980,0.0002387600,0.0002522220,0.0002441941,0.0002305596
35.1000000000,0.0002251380,0.0002386076,0.0002520772,0.0002440388,0.0002304031
35.2000000000,0.0002249780,0.0002384552,0.0002519324,0.0002438836,0.0002302466
35.3000000000,0.0002248179,0.0002383028,0.0002517877,0.0002437283,0.0002300901
35.4000000000,0.0002246579,0.0002381504,0.0002516429,0.0002435730,0.0002299335
35.5000000000,0.0002244979,0.0002379980,0.0002514981,0.0002434177,0.0002297770
35.6000000000,0.0002243379,0.0002378456,0.0002513533,0.0002432624,0.0002296205
35.7000000000,0.0002241779,0.0002376932,0.0002512085,0.0002431071,0.0002294639
35.8000000000,0.0002240178,0.0002375408,0.0002510638,0.0002429517,0.0002293074
35.9000000000,0.0002238578,0.0002373884,0.0002509190,0.0002427964,0.0002291508
36.0000000000,0.0002236978,0.0002372360,0.0002507742,0.0002426411,0.0002289943
36.1000000000,0.0002235378,0.0002370836,0.0002506294,0.0002424858,0.0002288377
36.2000000000,0.0002233778,0.0002369312,0.0002504846,0.0002423304,0.0002286811
36.3000000000,0.0002232177,0.0002367788,0.0002503399,0.0002421751,0.0002285246
36.4000000000,0.0002230577,0.0002366264,0.0002501951,0.0002420198,0.0002283680
36.5000000000,0.0002228977,0.0002364740,0.0002500503,0.0002418644,0.0002282114
36.6000000000,0.0002227377,0.0002363216,0.0002499055,0.0002417091,0.0002280548
36.7000000000,0.0002225777,0.0002361692,0.0002497607,0.0002415537,0.0002278982
36.8000000000,0.0002224176,0.0002360168,0.0002496160,0.0002413983,0.0002277416
36.9000000000,0.0002222576,0.0002358644,0.0002494712,0.0002412430,0.0002275849
37.0000000000,0.0002220976,0.0002357120,0.0002493264,0.0002410876,0.0002274283
37.1000000000,0.0002219376,0.0002355596,0.0002491816,0.0002409322,0.0002272717
37.2000000000,0.0002217776,0.0002354072,0.0002490368,0.0002407768,0.0002271150
37.3000000000,0.0002216175,0.0002352548,0.0002488921,0.0002406214,0.0002269584
