0,0,0
1,3.64708,6.56474e-07
2,7.28326,2.62197e-06
3,10.9086,5.89064e-06
4,14.5231,1.04566e-05
5,18.1269,1.63142e-05
6,21.72,2.34576e-05
7,25.3025,3.18812e-05
8,28.8744,4.15792e-05
9,32.4358,5.2546e-05
10,35.9867,6.47761e-05
11,39.5273,7.8264e-05
12,43.0574,9.3004e-05
13,46.5773,0.000108991
14,50.0869,0.000126219
15,53.5863,0.000144683
16,57.0756,0.000164378
17,60.5548,0.000185298
18,64.024,0.000207438
19,67.4832,0.000230793
20,70.9325,0.000255357
21,74.3719,0.000281126
22,77.8016,0.000308094
23,81.2214,0.000336257
24,84.6316,0.000365609
25,88.0322,0.000396145
26,91.4231,0.00042786
27,94.8045,0.00046075
28,98.1764,0.000494809
29,101.539,0.000530033
30,104.892,0.000566417
31,108.236,0.000603956
32,111.57,0.000642646
33,114.896,0.000682481
34,118.212,0.000723458
35,121.519,0.000765571
36,124.817,0.000808816
37,128.106,0.000853188
38,131.387,0.000898684
39,134.658,0.000945298
40,137.92,0.000993026
41,141.174,0.00104186
42,144.419,0.00109181
43,147.655,0.00114285
44,150.883,0.00119499
45,154.102,0.00124823
46,157.313,0.00130255
47,160.515,0.00135796
48,163.709,0.00141445
49,166.895,0.00147201
50,170.072,0.00153065
51,173.241,0.00159035
52,176.402,0.00165112
53,179.555,0.00171295
54,182.699,0.00177584
55,185.836,0.00183978
56,188.965,0.00190477
57,192.086,0.0019708
58,195.199,0.00203788
59,198.304,0.00210599
60,201.402,0.00217514
61,204.491,0.00224532
62,207.574,0.00231652
63,210.648,0.00238875
64,213.716,0.002462
65,216.775,0.00253627
66,219.828,0.00261155
67,222.873,0.00268785
68,225.91,0.00276514
69,228.941,0.00284345
70,231.964,0.00292275
71,234.98,0.00300305
72,237.99,0.00308435
73,240.992,0.00316663
74,243.987,0.00324991
75,246.975,0.00333416
76,249.957,0.00341941
77,252.931,0.00350563
78,255.899,0.00359282
79,258.86,0.00368099
80,261.815,0.00377013
81,264.763,0.00386024
82,267.704,0.00395131
83,270.639,0.00404335
84,273.568,0.00413635
85,276.49,0.0042303
86,279.406,0.0043252
87,282.316,0.00442106
88,285.219,0.00451787
89,288.116,0.00461563
90,291.008,0.00471433
91,293.893,0.00481397
92,296.772,0.00491455
93,299.646,0.00501607
94,302.513,0.00511852
95,305.375,0.00522191
96,308.231,0.00532623
97,311.081,0.00543147
98,313.926,0.00553765
99,316.765,0.00564475
100,319.598,0.00575277
101,322.426,0.00586171
102,325.249,0.00597157
103,328.066,0.00608234
104,330.878,0.00619403
105,333.684,0.00630663
106,336.486,0.00642015
107,339.282,0.00653457
108,342.073,0.0066499
109,344.859,0.00676614
110,347.641,0.00688328
111,350.417,0.00700133
112,353.188,0.00712027
113,355.955,0.00724012
114,358.716,0.00736086
115,361.473,0.0074825
116,364.226,0.00760504
117,366.974,0.00772846
118,369.717,0.00785279
119,372.456,0.007978
120,375.19,0.0081041
121,377.92,0.00823109
122,380.645,0.00835897
123,383.367,0.00848774
124,386.084,0.00861739
125,388.797,0.00874793
126,391.506,0.00887935
127,394.21,0.00901165
128,396.911,0.00914483
129,399.608,0.0092789
130,402.301,0.00941384
131,404.99,0.00954967
132,407.675,0.00968637
133,410.357,0.00982395
134,413.035,0.0099624
135,415.709,0.0101017
136,418.38,0.0102419
137,421.047,0.010383
138,423.711,0.010525
139,426.371,0.0106678
140,429.028,0.0108115
141,431.682,0.0109561
142,434.333,0.0111015
143,436.98,0.0112479
144,439.624,0.0113951
145,442.266,0.0115431
146,444.904,0.0116921
147,447.539,0.0118419
148,450.171,0.0119926
149,452.801,0.0121441
150,455.427,0.0122965
151,458.051,0.0124498
152,460.672,0.012604
153,463.291,0.012759
154,465.907,0.0129149
155,468.521,0.0130717
156,471.132,0.0132294
157,473.74,0.0133879
158,476.346,0.0135473
159,478.95,0.0137076
160,481.552,0.0138687
161,484.152,0.0140307
162,486.749,0.0141936
163,489.344,0.0143574
164,491.938,0.014522
165,494.529,0.0146875
166,497.118,0.0148539
167,499.706,0.0150212
168,502.292,0.0151893
169,504.876,0.0153583
170,507.458,0.0155282
171,510.038,0.015699
172,512.618,0.0158706
173,515.195,0.0160432
174,517.771,0.0162166
175,520.346,0.0163909
176,522.919,0.0165661
177,525.491,0.0167421
178,528.061,0.0169191
179,530.631,0.0170969
180,533.199,0.0172757
181,535.766,0.0174553
182,538.333,0.0176358
183,540.898,0.0178172
184,543.462,0.0179995
185,546.025,0.0181826
186,548.588,0.0183667
187,551.15,0.0185517
188,553.711,0.0187376
189,556.271,0.0189243
190,558.831,0.019112
191,561.39,0.0193006
192,563.949,0.0194901
193,566.507,0.0196805
194,569.065,0.0198718
195,571.623,0.020064
196,574.18,0.0202571
197,576.737,0.0204511
198,579.294,0.020646
199,581.851,0.0208419
200,584.408,0.0210387
201,586.965,0.0212364
