T_amb_C,D_eff_lower,D_eff_nominal,D_eff_upper,D_TF_high,D_TF_low,D_TF_mean
-4.6000000000,0.0002841549,0.0002991104,0.0003140659,0.0003299125,0.0002552991,0.0002930914
-4.5000000000,0.0002840101,0.0002989580,0.0003139059,0.0003297601,0.0002551448,0.0002929385
-4.4000000000,0.0002838653,0.0002988056,0.0003137459,0.0003296077,0.0002549906,0.0002927855
-4.3000000000,0.0002837205,0.0002986532,0.0003135859,0.0003294554,0.0002548363,0.0002926326
-4.2000000000,0.0002835758,0.0002985008,0.0003134258,0.0003293030,0.0002546820,0.0002924796
-4.1000000000,0.0002834310,0.0002983484,0.0003132658,0.0003291506,0.0002545277,0.0002923267
-4.0000000000,0.0002832862,0.0002981960,0.0003131058,0.0003289982,0.0002543735,0.0002921737
-3.9000000000,0.0002831414,0.0002980436,0.0003129458,0.0003288459,0.0002542192,0.0002920208
-3.8000000000,0.0002829966,0.0002978912,0.0003127858,0.0003286935,0.0002540649,0.0002918678
-3.7000000000,0.0002828519,0.0002977388,0.0003126257,0.0003285411,0.0002539106,0.0002917149
-3.6000000000,0.0002827071,0.0002975864,0.0003124657,0.0003283887,0.0002537563,0.0002915619
-3.5000000000,0.0002825623,0.0002974340,0.0003123057,0.0003282363,0.0002536020,0.0002914089
-3.4000000000,0.0002824175,0.0002972816,0.0003121457,0.0003280839,0.0002534477,0.0002912560
-3.3000000000,0.0002822727,0.0002971292,0.0003119857,0.0003279315,0.0002532933,0.0002911030
-3.2000000000,0.0002821280,0.0002969768,0.0003118256,0.0003277791,0.0002531390,0.0002909500
-3.1000000000,0.0002819832,0.0002968244,0.0003116656,0.0003276268,0.0002529847,0.0002907970
-3.0000000000,0.0002818384,0.0002966720,0.0003115056,0.0003274744,0.0002528304,0.0002906441
-2.9000000000,0.0002816936,0.0002965196,0.0003113456,0.0003273220,0.0002526760,0.0002904911
-2.8000000000,0.0002815488,0.0002963672,0.0003111856,0.0003271696,0.0002525217,0.0002903381
-2.7000000000,0.0002814041,0.0002962148,0.0003110255,0.0003270171,0.0002523673,0.0002901851
-2.6000000000,0.0002812593,0.0002960624,0.0003108655,0.0003268647,0.0002522130,0.0002900321
-2.5000000000,0.0002811145,0.0002959100,0.0003107055,0.0003267490,0.0002520958,0.0002899160
-2.4000000000,0.0002809697,0.0002957576,0.0003105455,0.0003265965,0.0002519413,0.0002897628
-2.3000000000,0.0002808249,0.0002956052,0.0003103855,0.0003264439,0.0002517868,0.0002896097
-2.2000000000,0.0002806802,0.0002954528,0.0003102254,0.0003262914,0.0002516323,0.0002894566
-2.1000000000,0.0002805354,0.0002953004,0.0003100654,0.0003261388,0.0002514778,0.0002893034
-2.0000000000,0.0002803906,0.0002951480,0.0003099054,0.0003259863,0.0002513233,0.0002891503
-1.9000000000,0.0002802458,0.0002949956,0.0003097454,0.0003258337,0.0002511688,0.0002889971
-1.8000000000,0.0002801010,0.0002948432,0.0003095854,0.0003256812,0.0002510142,0.0002888440
-1.7000000000,0.0002799563,0.0002946908,0.0003094253,0.0003255286,0.0002508597,0.0002886908
-1.6000000000,0.0002798115,0.0002945384,0.0003092653,0.0003253761,0.0002507052,0.0002885377
-1.5000000000,0.0002796667,0.0002943860,0.0003091053,0.0003252235,0.0002505506,0.0002883845
-1.4000000000,0.0002795219,0.0002942336,0.0003089453,0.0003250709,0.0002503961,0.0002882314
-1.3000000000,0.0002793771,0.0002940812,0.0003087853,0.0003249184,0.0002502415,0.0002880782
-1.2000000000,0.0002792324,0.0002939288,0.0003086252,0.0003247658,0.0002500870,0.0002879250
-1.1000000000,0.0002790876,0.0002937764,0.0003084652,0.0003246132,0.0002499324,0.0002877719
-1.0000000000,0.0002789428,0.0002936240,0.0003083052,0.0003244607,0.0002497779,0.0002876187
-0.9000000000,0.0002787980,0.0002934716,0.0003081452,0.0003243081,0.0002496233,0.0002874655
-0.8000000000,0.0002786532,0.0002933192,0.0003079852,0.0003241555,0.0002494687,0.0002873123
-0.7000000000,0.0002785085,0.0002931668,0.0003078251,0.0003240029,0.0002493141,0.0002871591
-0.6000000000,0.0002783637,0.0002930144,0.0003076651,0.0003238504,0.0002491595,0.0002870060
-0.5000000000,0.0002782189,0.0002928620,0.0003075051,0.0003236978,0.0002490049,0.0002868528
-0.4000000000,0.0002780741,0.0002927096,0.0003073451,0.0003235452,0.0002488503,0.0002866996
-0.3000000000,0.0002779293,0.0002925572,0.0003071851,0.0003233926,0.0002486957,0.0002865464
-0.2000000000,0.0002777846,0.0002924048,0.0003070250,0.0003232400,0.0002485411,0.0002863932
-0.1000000000,0.0002776398,0.0002922524,0.0003068650,0.0003230874,0.0002483865,0.0002862400
0.0000000000,0.0002774950,0.0002921000,0.0003067050,0.0003229348,0.0002482319,0.0002860868
0.1000000000,0.0002773502,0.0002919476,0.0003065450,0.0003227822,0.0002480773,0.0002859336
0.2000000000,0.0002772054,0.0002917952,0.0003063850,0.0003226296,0.0002479226,0.0002857804
0.3000000000,0.0002770607,0.0002916428,0.0003062249,0.0003224770,0.0002477680,0.0002856272
0.4000000000,0.0002769159,0.0002914904,0.0003060649,0.0003223244,0.0002476134,0.0002854739
0.5000000000,0.0002767711,0.0002913380,0.0003059049,0.0003221718,0.0002474587,0.0002853207
0.6000000000,0.0002766263,0.0002911856,0.0003057449,0.0003220192,0.0002473041,0.0002851675
0.7000000000,0.0002764815,0.0002910332,0.0003055849,0.0003218666,0.0002471494,0.0002850143
0.8000000000,0.0002763368,0.0002908808,0.0003054248,0.0003217140,0.0002469947,0.0002848610
0.9000000000,0.0002761920,0.0002907284,0.0003052648,0.0003215614,0.0002468401,0.0002847078
1.0000000000,0.0002760472,0.0002905760,0.0003051048,0.0003214088,0.0002466854,0.0002845546
1.1000000000,0.0002759024,0.0002904236,0.0003049448,0.0003212562,0.0002465307,0.0002844013
1.2000000000,0.0002757576,0.0002902712,0.0003047848,0.0003211035,0.0002463760,0.0002842481
1.3000000000,0.0002756129,0.0002901188,0.0003046247,0.0003209509,0.0002462214,0.0002840949
1.4000000000,0.0002754681,0.0002899664,0.0003044647,0.0003207983,0.0002460667,0.0002839416
1.5000000000,0.0002753233,0.0002898140,0.0003043047,0.0003206457,0.0002459120,0.0002837884
1.6000000000,0.0002751785,0.0002896616,0.0003041447,0.0003204930,0.0002457573,0.0002836351
1.7000000000,0.0002750337,0.0002895092,0.0003039847,0.0003203404,0.0002456025,0.0002834819
1.8000000000,0.0002748890,0.0002893568,0.0003038246,0.0003201878,0.0002454478,0.0002833286
1.9000000000,0.0002747442,0.0002892044,0.0003036646,0.0003200351,0.0002452931,0.0002831753
2.0000000000,0.0002745994,0.0002890520,0.0003035046,0.0003198825,0.0002451384,0.0002830221
2.1000000000,0.0002744546,0.0002888996,0.0003033446,0.0003197299,0.0002449836,0.0002828688
2.2000000000,0.0002743098,0.0002887472,0.0003031846,0.0003195772,0.0002448289,0.0002827155
2.3000000000,0.0002741651,0.0002885948,0.0003030245,0.0003194246,0.0002446742,0.0002825623
2.4000000000,0.0002740203,0.0002884424,0.0003028645,0.0003192719,0.0002445194,0.0002824090
2.5000000000,0.0002738755,0.0002882900,0.0003027045,0.0003191493,0.0002443951,0.0002822859
2.6000000000,0.0002737307,0.0002881376,0.0003025445,0.0003189965,0.0002442402,0.0002821325
2.7000000000,0.0002735859,0.0002879852,0.0003023845,0.0003188438,0.0002440853,0.0002819790
2.8000000000,0.0002734412,0.0002878328,0.0003022244,0.0003186910,0.0002439304,0.0002818256
2.9000000000,0.0002732964,0.0002876804,0.0003020644,0.0003185382,0.0002437755,0.0002816722
3.0000000000,0.0002731516,0.0002875280,0.0003019044,0.0003183854,0.0002436206,0.0002815187
3.1000000000,0.0002730068,0.0002873756,0.0003017444,0.0003182326,0.0002434657,0.0002813653
3.2000000000,0.0002728620,0.0002872232,0.0003015844,0.0003180798,0.0002433108,0.0002812119
3.3000000000,0.0002727173,0.0002870708,0.0003014243,0.0003179270,0.0002431558,0.0002810584
3.4000000000,0.0002725725,0.0002869184,0.0003012643,0.0003177742,0.0002430009,0.0002809050
3.5000000000,0.0002724277,0.0002867660,0.0003011043,0.0003176214,0.0002428459,0.0002807515
3.6000000000,0.0002722829,0.0002866136,0.0003009443,0.0003174686,0.0002426910,0.0002805981
3.7000000000,0.0002721381,0.0002864612,0.0003007843,0.0003173158,0.0002425360,0.0002804446
3.8000000000,0.0002719934,0.0002863088,0.0003006242,0.0003171630,0.0002423811,0.0002802912
3.9000000000,0.0002718486,0.0002861564,0.0003004642,0.0003170102,0.0002422261,0.0002801377
4.0000000000,0.0002717038,0.0002860040,0.0003003042,0.0003168574,0.0002420711,0.0002799843
4.1000000000,0.0002715590,0.0002858516,0.0003001442,0.0003167045,0.0002419161,0.0002798308
4.2000000000,0.0002714142,0.0002856992,0.0002999842,0.0003165517,0.0002417612,0.0002796773
4.3000000000,0.0002712695,0.0002855468,0.0002998241,0.0003163989,0.0002416062,0.0002795239
4.4000000000,0.0002711247,0.0002853944,0.0002996641,0.0003162461,0.0002414512,0.0002793704
4.5000000000,0.0002709799,0.0002852420,0.0002995041,0.0003160933,0.0002412962,0.0002792169
4.6000000000,0.0002708351,0.0002850896,0.0002993441,0.0003159404,0.0002411412,0.0002790634
4.7000000000,0.0002706903,0.0002849372,0.0002991841,0.0003157876,0.0002409861,0.0002789099
4.8000000000,0.0002705456,0.0002847848,0.0002990240,0.0003156348,0.0002408311,0.0002787564
4.9000000000,0.0002704008,0.0002846324,0.0002988640,0.0003154819,0.0002406761,0.0002786029
5.0000000000,0.0002702560,0.0002844800,0.0002987040,0.0003153291,0.0002405211,0.0002784494
5.1000000000,0.0002701112,0.0002843276,0.0002985440,0.0003151763,0.0002403660,0.0002782959
5.2000000000,0.0002699664,0.0002841752,0.0002983840,0.0003150234,0.0002402110,0.0002781424
5.3000000000,0.0002698217,0.0002840228,0.0002982239,0.0003148706,0.0002400559,0.0002779889
5.4000000000,0.0002696769,0.0002838704,0.0002980639,0.0003147177,0.0002399009,0.0002778354
5.5000000000,0.0002695321,0.0002837180,0.0002979039,0.0003145649,0.0002397458,0.0002776819
5.6000000000,0.0002693873,0.0002835656,0.0002977439,0.0003144120,0.0002395908,0.0002775284
5.7000000000,0.0002692425,0.0002834132,0.0002975839,0.0003142592,0.0002394357,0.0002773749
5.8000000000,0.0002690978,0.0002832608,0.0002974238,0.0003141063,0.0002392806,0.0002772214
5.9000000000,0.0002689530,0.0002831084,0.0002972638,0.0003139535,0.0002391255,0.0002770678
6.0000000000,0.0002688082,0.0002829560,0.0002971038,0.0003138006,0.0002389704,0.0002769143
6.1000000000,0.0002686634,0.0002828036,0.0002969438,0.0003136477,0.0002388153,0.0002767608
6.2000000000,0.0002685186,0.0002826512,0.0002967838,0.0003134949,0.0002386602,0.0002766072
6.3000000000,0.0002683739,0.0002824988,0.0002966237,0.0003133420,0.0002385051,0.0002764537
6.4000000000,0.0002682291,0.0002823464,0.0002964637,0.0003131891,0.0002383500,0.0002763002
6.5000000000,0.0002680843,0.0002821940,0.0002963037,0.0003130363,0.0002381949,0.0002761466
6.6000000000,0.0002679395,0.0002820416,0.0002961437,0.0003128834,0.0002380398,0.0002759931
6.7000000000,0.0002677947,0.0002818892,0.0002959837,0.0003127305,0.0002378846,0.0002758395
6.8000000000,0.0002676500,0.0002817368,0.0002958236,0.0003125776,0.0002377295,0.0002756859
6.9000000000,0.0002675052,0.0002815844,0.0002956636,0.0003124248,0.0002375744,0.0002755324
7.0000000000,0.0002673604,0.0002814320,0.0002955036,0.0003122719,0.0002374192,0.0002753788
7.1000000000,0.0002672156,0.0002812796,0.0002953436,0.0003121190,0.0002372640,0.0002752253
7.2000000000,0.0002670708,0.0002811272,0.0002951836,0.0003119661,0.0002371089,0.0002750717
7.3000000000,0.0002669261,0.0002809748,0.0002950235,0.0003118132,0.0002369537,0.0002749181
7.4000000000,0.0002667813,0.0002808224,0.0002948635,0.0003116603,0.0002367985,0.0002747645
7.5000000000,0.0002666365,0.0002806700,0.0002947035,0.0003115308,0.0002366671,0.0002746344
7.6000000000,0.0002664917,0.0002805176,0.0002945435,0.0003113778,0.0002365118,0.0002744807
7.7000000000,0.0002663469,0.0002803652,0.0002943835,0.0003112247,0.0002363565,0.0002743270
7.8000000000,0.0002662022,0.0002802128,0.0002942234,0.0003110717,0.0002362011,0.0002741733
7.9000000000,0.0002660574,0.0002800604,0.0002940634,0.0003109187,0.0002360458,0.0002740195
8.0000000000,0.0002659126,0.0002799080,0.0002939034,0.0003107656,0.0002358904,0.0002738658
8.1000000000,0.0002657678,0.0002797556,0.0002937434,0.0003106126,0.0002357351,0.0002737121
8.2000000000,0.0002656230,0.0002796032,0.0002935834,0.0003104595,0.0002355797,0.0002735583
8.3000000000,0.0002654783,0.0002794508,0.0002934233,0.0003103065,0.0002354244,0.0002734046
8.4000000000,0.0002653335,0.0002792984,0.0002932633,0.0003101534,0.0002352690,0.0002732509
8.5000000000,0.0002651887,0.0002791460,0.0002931033,0.0003100004,0.0002351136,0.0002730971
8.6000000000,0.0002650439,0.0002789936,0.0002929433,0.0003098473,0.0002349582,0.0002729433
8.7000000000,0.0002648991,0.0002788412,0.0002927833,0.0003096943,0.0002348028,0.0002727896
8.8000000000,0.0002647544,0.0002786888,0.0002926232,0.0003095412,0.0002346474,0.0002726358
8.9000000000,0.0002646096,0.0002785364,0.0002924632,0.0003093882,0.0002344920,0.0002724821
9.0000000000,0.0002644648,0.0002783840,0.0002923032,0.0003092351,0.0002343366,0.0002723283
9.1000000000,0.0002643200,0.0002782316,0.0002921432,0.0003090820,0.0002341812,0.0002721745
9.2000000000,0.0002641752,0.0002780792,0.0002919832,0.0003089290,0.0002340258,0.0002720208
9.3000000000,0.0002640305,0.0002779268,0.0002918231,0.0003087759,0.0002338704,0.0002718670
9.4000000000,0.0002638857,0.0002777744,0.0002916631,0.0003086228,0.0002337149,0.0002717132
9.5000000000,0.0002637409,0.0002776220,0.0002915031,0.0003084697,0.0002335595,0.0002715594
9.6000000000,0.0002635961,0.0002774696,0.0002913431,0.0003083167,0.0002334041,0.0002714056
9.7000000000,0.0002634513,0.0002773172,0.0002911831,0.0003081636,0.0002332486,0.0002712518
9.8000000000,0.0002633066,0.0002771648,0.0002910230,0.0003080105,0.0002330931,0.0002710980
9.9000000000,0.0002631618,0.0002770124,0.0002908630,0.0003078574,0.0002329377,0.0002709442
10.0000000000,0.0002630170,0.0002768600,0.0002907030,0.0003077043,0.0002327822,0.0002707904
10.1000000000,0.0002628722,0.0002767076,0.0002905430,0.0003075512,0.0002326267,0.0002706366
10.2000000000,0.0002627274,0.0002765552,0.0002903830,0.0003073981,0.0002324712,0.0002704828
10.3000000000,0.0002625827,0.0002764028,0.0002902229,0.0003072450,0.0002323157,0.0002703290
10.4000000000,0.0002624379,0.0002762504,0.0002900629,0.0003070919,0.0002321602,0.0002701752
10.5000000000,0.0002622931,0.0002760980,0.0002899029,0.0003069388,0.0002320047,0.0002700214
10.6000000000,0.0002621483,0.0002759456,0.0002897429,0.0003067857,0.0002318492,0.0002698675
10.7000000000,0.0002620035,0.0002757932,0.0002895829,0.0003066326,0.0002316937,0.0002697137
10.8000000000,0.0002618588,0.0002756408,0.0002894228,0.0003064795,0.0002315382,0.0002695599
10.9000000000,0.0002617140,0.0002754884,0.0002892628,0.0003063264,0.0002313827,0.0002694060
11.0000000000,0.0002615692,0.0002753360,0.0002891028,0.0003061733,0.0002312271,0.0002692522
11.1000000000,0.0002614244,0.0002751836,0.0002889428,0.0003060202,0.0002310716,0.0002690983
11.2000000000,0.0002612796,0.0002750312,0.0002887828,0.0003058671,0.0002309160,0.0002689445
11.3000000000,0.0002611349,0.0002748788,0.0002886227,0.0003057139,0.0002307605,0.0002687907
11.4000000000,0.0002609901,0.0002747264,0.0002884627,0.0003055608,0.0002306049,0.0002686368
11.5000000000,0.0002608453,0.0002745740,0.0002883027,0.0003054077,0.0002304493,0.0002684829
11.6000000000,0.0002607005,0.0002744216,0.0002881427,0.0003052546,0.0002302938,0.0002683291
11.7000000000,0.0002605557,0.0002742692,0.0002879827,0.0003051014,0.0002301382,0.0002681752
11.8000000000,0.0002604110,0.0002741168,0.0002878226,0.0003049483,0.0002299826,0.0002680213
11.9000000000,0.0002602662,0.0002739644,0.0002876626,0.0003047952,0.0002298270,0.0002678675
12.0000000000,0.0002601214,0.0002738120,0.0002875026,0.0003046420,0.0002296714,0.0002677136
12.1000000000,0.0002599766,0.0002736596,0.0002873426,0.0003044889,0.0002295158,0.0002675597
12.2000000000,0.0002598318,0.0002735072,0.0002871826,0.0003043357,0.0002293602,0.0002674058
12.3000000000,0.0002596871,0.0002733548,0.0002870225,0.0003041826,0.0002292045,0.0002672519
12.4000000000,0.0002595423,0.0002732024,0.0002868625,0.0003040294,0.0002290489,0.0002670980
12.5000000000,0.0002593975,0.0002730500,0.0002867025,0.0003038930,0.0002289103,0.0002669609
12.6000000000,0.0002592527,0.0002728976,0.0002865425,0.0003037397,0.0002287545,0.0002668069
12.7000000000,0.0002591079,0.0002727452,0.0002863825,0.0003035864,0.0002285987,0.0002666529
12.8000000000,0.0002589632,0.0002725928,0.0002862224,0.0003034331,0.0002284429,0.0002664988
12.9000000000,0.0002588184,0.0002724404,0.0002860624,0.0003032798,0.0002282871,0.0002663448
13.0000000000,0.0002586736,0.0002722880,0.0002859024,0.0003031265,0.0002281313,0.0002661907
13.1000000000,0.0002585288,0.0002721356,0.0002857424,0.0003029732,0.0002279755,0.0002660367
13.2000000000,0.0002583840,0.0002719832,0.0002855824,0.0003028199,0.0002278197,0.0002658826
13.3000000000,0.0002582393,0.0002718308,0.0002854223,0.0003026666,0.0002276638,0.0002657286
13.4000000000,0.0002580945,0.0002716784,0.0002852623,0.0003025133,0.0002275080,0.0002655745
13.5000000000,0.0002579497,0.0002715260,0.0002851023,0.0003023600,0.0002273522,0.0002654204
13.6000000000,0.0002578049,0.0002713736,0.0002849423,0.0003022067,0.0002271963,0.0002652664
13.7000000000,0.0002576601,0.0002712212,0.0002847823,0.0003020534,0.0002270405,0.0002651123
13.8000000000,0.0002575154,0.0002710688,0.0002846222,0.0003019001,0.0002268846,0.0002649582
13.9000000000,0.0002573706,0.0002709164,0.0002844622,0.0003017467,0.0002267287,0.0002648041
14.0000000000,0.0002572258,0.0002707640,0.0002843022,0.0003015934,0.0002265729,0.0002646500
14.1000000000,0.0002570810,0.0002706116,0.0002841422,0.0003014401,0.0002264170,0.0002644959
14.2000000000,0.0002569362,0.0002704592,0.0002839822,0.0003012868,0.0002262611,0.0002643419
14.3000000000,0.0002567915,0.0002703068,0.0002838221,0.0003011334,0.0002261052,0.0002641878
14.4000000000,0.0002566467,0.0002701544,0.0002836621,0.0003009801,0.0002259493,0.0002640337
14.5000000000,0.0002565019,0.0002700020,0.0002835021,0.0003008267,0.0002257934,0.0002638795
14.6000000000,0.0002563571,0.0002698496,0.0002833421,0.0003006734,0.0002256375,0.0002637254
14.7000000000,0.0002562123,0.0002696972,0.0002831821,0.0003005201,0.0002254815,0.0002635713
14.8000000000,0.0002560676,0.0002695448,0.0002830220,0.0003003667,0.0002253256,0.0002634172
14.9000000000,0.0002559228,0.0002693924,0.0002828620,0.0003002134,0.0002251697,0.0002632631
15.0000000000,0.0002557780,0.0002692400,0.0002827020,0.0003000600,0.0002250137,0.0002631090
15.1000000000,0.0002556332,0.0002690876,0.0002825420,0.0002999067,0.0002248578,0.0002629548
15.2000000000,0.0002554884,0.0002689352,0.0002823820,0.0002997533,0.0002247018,0.0002628007
15.3000000000,0.0002553437,0.0002687828,0.0002822219,0.0002996000,0.0002245458,0.0002626465
15.4000000000,0.0002551989,0.0002686304,0.0002820619,0.0002994466,0.0002243899,0.0002624924
15.5000000000,0.0002550541,0.0002684780,0.0002819019,0.0002992932,0.0002242339,0.0002623383
15.6000000000,0.0002549093,0.0002683256,0.0002817419,0.0002991399,0.0002240779,0.0002621841
15.7000000000,0.0002547645,0.0002681732,0.0002815819,0.0002989865,0.0002239219,0.0002620300
15.8000000000,0.0002546198,0.0002680208,0.0002814218,0.0002988331,0.0002237659,0.0002618758
15.9000000000,0.0002544750,0.0002678684,0.0002812618,0.0002986797,0.0002236099,0.0002617216
16.0000000000,0.0002543302,0.0002677160,0.0002811018,0.0002985264,0.0002234538,0.0002615675
16.1000000000,0.0002541854,0.0002675636,0.0002809418,0.0002983730,0.0002232978,0.0002614133
16.2000000000,0.0002540406,0.0002674112,0.0002807818,0.0002982196,0.0002231418,0.0002612591
16.3000000000,0.0002538959,0.0002672588,0.0002806217,0.0002980662,0.0002229857,0.0002611049
16.4000000000,0.0002537511,0.0002671064,0.0002804617,0.0002979128,0.0002228297,0.0002609508
16.5000000000,0.0002536063,0.0002669540,0.0002803017,0.0002977594,0.0002226736,0.0002607966
16.6000000000,0.0002534615,0.0002668016,0.0002801417,0.0002976060,0.0002225176,0.0002606424
16.7000000000,0.0002533167,0.0002666492,0.0002799817,0.0002974527,0.0002223615,0.0002604882
16.8000000000,0.0002531720,0.0002664968,0.0002798216,0.0002972993,0.0002222054,0.0002603340
16.9000000000,0.0002530272,0.0002663444,0.0002796616,0.0002971458,0.0002220494,0.0002601798
17.0000000000,0.0002528824,0.0002661920,0.0002795016,0.0002969924,0.0002218933,0.0002600256
17.1000000000,0.0002527376,0.0002660396,0.0002793416,0.0002968390,0.0002217372,0.0002598714
17.2000000000,0.0002525928,0.0002658872,0.0002791816,0.0002966856,0.0002215811,0.0002597172
17.3000000000,0.0002524481,0.0002657348,0.0002790215,0.0002965322,0.0002214249,0.0002595629
17.4000000000,0.0002523033,0.0002655824,0.0002788615,0.0002963788,0.0002212688,0.0002594087
17.5000000000,0.0002521585,0.0002654300,0.0002787015,0.0002962354,0.0002211229,0.0002592646
17.6000000000,0.0002520137,0.0002652776,0.0002785415,0.0002960819,0.0002209666,0.0002591102
17.7000000000,0.0002518689,0.0002651252,0.0002783815,0.0002959283,0.0002208104,0.0002589558
17.8000000000,0.0002517242,0.0002649728,0.0002782214,0.0002957747,0.0002206541,0.0002588015
17.9000000000,0.0002515794,0.0002648204,0.0002780614,0.0002956212,0.0002204978,0.0002586471
18.0000000000,0.0002514346,0.0002646680,0.0002779014,0.0002954676,0.0002203415,0.0002584927
18.1000000000,0.0002512898,0.0002645156,0.0002777414,0.0002953140,0.0002201852,0.0002583383
18.2000000000,0.0002511450,0.0002643632,0.0002775814,0.0002951605,0.0002200288,0.0002581839
18.3000000000,0.0002510003,0.0002642108,0.0002774213,0.0002950069,0.0002198725,0.0002580295
18.4000000000,0.0002508555,0.0002640584,0.0002772613,0.0002948533,0.0002197162,0.0002578751
18.5000000000,0.0002507107,0.0002639060,0.0002771013,0.0002946997,0.0002195598,0.0002577207
18.6000000000,0.0002505659,0.0002637536,0.0002769413,0.0002945462,0.0002194035,0.0002575663
18.7000000000,0.0002504211,0.0002636012,0.0002767813,0.0002943926,0.0002192471,0.0002574119
18.8000000000,0.0002502764,0.0002634488,0.0002766212,0.0002942390,0.0002190908,0.0002572575
18.9000000000,0.0002501316,0.0002632964,0.0002764612,0.0002940854,0.0002189344,0.0002571031
19.0000000000,0.0002499868,0.0002631440,0.0002763012,0.0002939318,0.0002187780,0.0002569486
19.1000000000,0.0002498420,0.0002629916,0.0002761412,0.0002937782,0.0002186216,0.0002567942
19.2000000000,0.0002496972,0.0002628392,0.0002759812,0.0002936246,0.0002184652,0.0002566398
19.3000000000,0.0002495525,0.0002626868,0.0002758211,0.0002934710,0.0002183088,0.0002564853
19.4000000000,0.0002494077,0.0002625344,0.0002756611,0.0002933174,0.0002181524,0.0002563309
19.5000000000,0.0002492629,0.0002623820,0.0002755011,0.0002931638,0.0002179960,0.0002561765
19.6000000000,0.0002491181,0.0002622296,0.0002753411,0.0002930102,0.0002178396,0.0002560220
19.7000000000,0.0002489733,0.0002620772,0.0002751811,0.0002928566,0.0002176831,0.0002558675
19.8000000000,0.0002488286,0.0002619248,0.0002750210,0.0002927029,0.0002175267,0.0002557131
19.9000000000,0.0002486838,0.0002617724,0.0002748610,0.0002925493,0.0002173702,0.0002555586
20.0000000000,0.0002485390,0.0002616200,0.0002747010,0.0002923957,0.0002172138,0.0002554042
20.1000000000,0.0002483942,0.0002614676,0.0002745410,0.0002922421,0.0002170573,0.0002552497
20.2000000000,0.0002482494,0.0002613152,0.0002743810,0.0002920884,0.0002169008,0.0002550952
20.3000000000,0.0002481047,0.0002611628,0.0002742209,0.0002919348,0.0002167444,0.0002549407
20.4000000000,0.0002479599,0.0002610104,0.0002740609,0.0002917812,0.0002165879,0.0002547862
20.5000000000,0.0002478151,0.0002608580,0.0002739009,0.0002916275,0.0002164314,0.0002546318
20.6000000000,0.0002476703,0.0002607056,0.0002737409,0.0002914739,0.0002162749,0.0002544773
20.7000000000,0.0002475255,0.0002605532,0.0002735809,0.0002913203,0.0002161183,0.0002543228
20.8000000000,0.0002473808,0.0002604008,0.0002734208,0.0002911666,0.0002159618,0.0002541683
20.9000000000,0.0002472360,0.0002602484,0.0002732608,0.0002910130,0.0002158053,0.0002540138
21.0000000000,0.0002470912,0.0002600960,0.0002731008,0.0002908593,0.0002156487,0.0002538592
21.1000000000,0.0002469464,0.0002599436,0.0002729408,0.0002907057,0.0002154922,0.0002537047
21.2000000000,0.0002468016,0.0002597912,0.0002727808,0.0002905520,0.0002153356,0.0002535502
21.3000000000,0.0002466569,0.0002596388,0.0002726207,0.0002903983,0.0002151791,0.0002533957
21.4000000000,0.0002465121,0.0002594864,0.0002724607,0.0002902447,0.0002150225,0.0002532411
21.5000000000,0.0002463673,0.0002593340,0.0002723007,0.0002900910,0.0002148659,0.0002530866
21.6000000000,0.0002462225,0.0002591816,0.0002721407,0.0002899373,0.0002147093,0.0002529321
21.7000000000,0.0002460777,0.0002590292,0.0002719807,0.0002897837,0.0002145527,0.0002527775
21.8000000000,0.0002459330,0.0002588768,0.0002718206,0.0002896300,0.0002143961,0.0002526230
21.9000000000,0.0002457882,0.0002587244,0.0002716606,0.0002894763,0.0002142395,0.0002524684
22.0000000000,0.0002456434,0.0002585720,0.0002715006,0.0002893226,0.0002140829,0.0002523139
22.1000000000,0.0002454986,0.0002584196,0.0002713406,0.0002891689,0.0002139263,0.0002521593
22.2000000000,0.0002453538,0.0002582672,0.0002711806,0.0002890153,0.0002137696,0.0002520048
22.3000000000,0.0002452091,0.0002581148,0.0002710205,0.0002888616,0.0002136130,0.0002518502
22.4000000000,0.0002450643,0.0002579624,0.0002708605,0.0002887079,0.0002134563,0.0002516956
22.5000000000,0.0002449195,0.0002578100,0.0002707005,0.0002885575,0.0002133031,0.0002515444
22.6000000000,0.0002447747,0.0002576576,0.0002705405,0.0002884037,0.0002131463,0.0002513897
22.7000000000,0.0002446299,0.0002575052,0.0002703805,0.0002882499,0.0002129895,0.0002512350
22.8000000000,0.0002444852,0.0002573528,0.0002702204,0.0002880960,0.0002128326,0.0002510802
22.9000000000,0.0002443404,0.0002572004,0.0002700604,0.0002879422,0.0002126758,0.0002509255
23.0000000000,0.0002441956,0.0002570480,0.0002699004,0.0002877883,0.0002125190,0.0002507708
23.1000000000,0.0002440508,0.0002568956,0.0002697404,0.0002876345,0.0002123621,0.0002506160
23.2000000000,0.0002439060,0.0002567432,0.0002695804,0.0002874806,0.0002122053,0.0002504613
23.3000000000,0.0002437613,0.0002565908,0.0002694203,0.0002873268,0.0002120484,0.0002503065
23.4000000000,0.0002436165,0.0002564384,0.0002692603,0.0002871729,0.0002118915,0.0002501518
23.5000000000,0.0002434717,0.0002562860,0.0002691003,0.0002870191,0.0002117346,0.0002499970
23.6000000000,0.0002433269,0.0002561336,0.0002689403,0.0002868652,0.0002115777,0.0002498423
