T_amb_C,D_eff_lower,D_eff_nominal,D_eff_upper,D_TF_high,D_TF_low,D_TF_mean
-32.4000000000,0.0003244037,0.0003414776,0.0003585515,0.0003718205,0.0002976360,0.0003351289
-32.3000000000,0.0003242589,0.0003413252,0.0003583915,0.0003716692,0.0002974835,0.0003349772
-32.2000000000,0.0003241142,0.0003411728,0.0003582314,0.0003715180,0.0002973310,0.0003348256
-32.1000000000,0.0003239694,0.0003410204,0.0003580714,0.0003713667,0.0002971784,0.0003346740
-32.0000000000,0.0003238246,0.0003408680,0.0003579114,0.0003712155,0.0002970259,0.0003345223
-31.9000000000,0.0003236798,0.0003407156,0.0003577514,0.0003710642,0.0002968734,0.0003343707
-31.8000000000,0.0003235350,0.0003405632,0.0003575914,0.0003709130,0.0002967209,0.0003342191
-31.7000000000,0.0003233903,0.0003404108,0.0003574313,0.0003707617,0.0002965683,0.0003340674
-31.6000000000,0.0003232455,0.0003402584,0.0003572713,0.0003706105,0.0002964158,0.0003339158
-31.5000000000,0.0003231007,0.0003401060,0.0003571113,0.0003704592,0.0002962632,0.0003337641
-31.4000000000,0.0003229559,0.0003399536,0.0003569513,0.0003703080,0.0002961107,0.0003336125
-31.3000000000,0.0003228111,0.0003398012,0.0003567913,0.0003701567,0.0002959581,0.0003334608
-31.2000000000,0.0003226664,0.0003396488,0.0003566312,0.0003700055,0.0002958056,0.0003333092
-31.1000000000,0.0003225216,0.0003394964,0.0003564712,0.0003698542,0.0002956530,0.0003331575
-31.0000000000,0.0003223768,0.0003393440,0.0003563112,0.0003697030,0.0002955005,0.0003330059
-30.9000000000,0.0003222320,0.0003391916,0.0003561512,0.0003695517,0.0002953479,0.0003328542
-30.8000000000,0.0003220872,0.0003390392,0.0003559912,0.0003694004,0.0002951953,0.0003327026
-30.7000000000,0.0003219425,0.0003388868,0.0003558311,0.0003692492,0.0002950428,0.0003325509
-30.6000000000,0.0003217977,0.0003387344,0.0003556711,0.0003690979,0.0002948902,0.0003323993
-30.5000000000,0.0003216529,0.0003385820,0.0003555111,0.0003689466,0.0002947376,0.0003322476
-30.4000000000,0.0003215081,0.0003384296,0.0003553511,0.0003687954,0.0002945850,0.0003320959
-30.3000000000,0.0003213633,0.0003382772,0.0003551911,0.0003686441,0.0002944325,0.0003319443
-30.2000000000,0.0003212186,0.0003381248,0.0003550310,0.0003684928,0.0002942799,0.0003317926
-30.1000000000,0.0003210738,0.0003379724,0.0003548710,0.0003683415,0.0002941273,0.0003316409
-30.0000000000,0.0003209290,0.0003378200,0.0003547110,0.0003681903,0.0002939747,0.0003314893
-29.9000000000,0.0003207842,0.0003376676,0.0003545510,0.0003680390,0.0002938221,0.0003313376
-29.8000000000,0.0003206394,0.0003375152,0.0003543910,0.0003678877,0.0002936695,0.0003311859
-29.7000000000,0.0003204947,0.0003373628,0.0003542309,0.0003677364,0.0002935169,0.0003310342
-29.6000000000,0.0003203499,0.0003372104,0.0003540709,0.0003675852,0.0002933643,0.0003308825
-29.5000000000,0.0003202051,0.0003370580,0.0003539109,0.0003674339,0.0002932117,0.0003307309
-29.4000000000,0.0003200603,0.0003369056,0.0003537509,0.0003672826,0.0002930591,0.0003305792
-29.3000000000,0.0003199155,0.0003367532,0.0003535909,0.0003671313,0.0002929065,0.0003304275
-29.2000000000,0.0003197708,0.0003366008,0.0003534308,0.0003669800,0.0002927539,0.0003302758
-29.1000000000,0.0003196260,0.0003364484,0.0003532708,0.0003668287,0.0002926012,0.0003301241
-29.0000000000,0.0003194812,0.0003362960,0.0003531108,0.0003666774,0.0002924486,0.0003299724
-28.9000000000,0.0003193364,0.0003361436,0.0003529508,0.0003665262,0.0002922960,0.0003298207
-28.8000000000,0.0003191916,0.0003359912,0.0003527908,0.0003663749,0.0002921434,0.0003296690
-28.7000000000,0.0003190469,0.0003358388,0.0003526307,0.0003662236,0.0002919907,0.0003295173
-28.6000000000,0.0003189021,0.0003356864,0.0003524707,0.0003660723,0.0002918381,0.0003293656
-28.5000000000,0.0003187573,0.0003355340,0.0003523107,0.0003659210,0.0002916855,0.0003292139
-28.4000000000,0.0003186125,0.0003353816,0.0003521507,0.0003657697,0.0002915328,0.0003290622
-28.3000000000,0.0003184677,0.0003352292,0.0003519907,0.0003656184,0.0002913802,0.0003289105
-28.2000000000,0.0003183230,0.0003350768,0.0003518306,0.0003654671,0.0002912275,0.0003287588
-28.1000000000,0.0003181782,0.0003349244,0.0003516706,0.0003653158,0.0002910749,0.0003286071
-28.0000000000,0.0003180334,0.0003347720,0.0003515106,0.0003651645,0.0002909222,0.0003284554
-27.9000000000,0.0003178886,0.0003346196,0.0003513506,0.0003650132,0.0002907696,0.0003283037
-27.8000000000,0.0003177438,0.0003344672,0.0003511906,0.0003648619,0.0002906169,0.0003281520
-27.7000000000,0.0003175991,0.0003343148,0.0003510305,0.0003647106,0.0002904642,0.0003280003
-27.6000000000,0.0003174543,0.0003341624,0.0003508705,0.0003645592,0.0002903116,0.0003278485
-27.5000000000,0.0003173095,0.0003340100,0.0003507105,0.0003644778,0.0002902294,0.0003277669
-27.4000000000,0.0003171647,0.0003338576,0.0003505505,0.0003643263,0.0002900766,0.0003276150
-27.3000000000,0.0003170199,0.0003337052,0.0003503905,0.0003641749,0.0002899238,0.0003274632
-27.2000000000,0.0003168752,0.0003335528,0.0003502304,0.0003640234,0.0002897710,0.0003273113
-27.1000000000,0.0003167304,0.0003334004,0.0003500704,0.0003638720,0.0002896182,0.0003271594
-27.0000000000,0.0003165856,0.0003332480,0.0003499104,0.0003637205,0.0002894654,0.0003270076
-26.9000000000,0.0003164408,0.0003330956,0.0003497504,0.0003635691,0.0002893125,0.0003268557
-26.8000000000,0.0003162960,0.0003329432,0.0003495904,0.0003634176,0.0002891597,0.0003267038
-26.7000000000,0.0003161513,0.0003327908,0.0003494303,0.0003632662,0.0002890069,0.0003265520
-26.6000000000,0.0003160065,0.0003326384,0.0003492703,0.0003631147,0.0002888540,0.0003264001
-26.5000000000,0.0003158617,0.0003324860,0.0003491103,0.0003629633,0.0002887012,0.0003262482
-26.4000000000,0.0003157169,0.0003323336,0.0003489503,0.0003628118,0.0002885484,0.0003260963
-26.3000000000,0.0003155721,0.0003321812,0.0003487903,0.0003626603,0.0002883955,0.0003259445
-26.2000000000,0.0003154274,0.0003320288,0.0003486302,0.0003625089,0.0002882427,0.0003257926
-26.1000000000,0.0003152826,0.0003318764,0.0003484702,0.0003623574,0.0002880898,0.0003256407
-26.0000000000,0.0003151378,0.0003317240,0.0003483102,0.0003622060,0.0002879370,0.0003254888
-25.9000000000,0.0003149930,0.0003315716,0.0003481502,0.0003620545,0.0002877841,0.0003253369
-25.8000000000,0.0003148482,0.0003314192,0.0003479902,0.0003619030,0.0002876313,0.0003251850
-25.7000000000,0.0003147035,0.0003312668,0.0003478301,0.0003617515,0.0002874784,0.0003250331
-25.6000000000,0.0003145587,0.0003311144,0.0003476701,0.0003616001,0.0002873255,0.0003248813
-25.5000000000,0.0003144139,0.0003309620,0.0003475101,0.0003614486,0.0002871727,0.0003247294
-25.4000000000,0.0003142691,0.0003308096,0.0003473501,0.0003612971,0.0002870198,0.0003245775
-25.3000000000,0.0003141243,0.0003306572,0.0003471901,0.0003611457,0.0002868669,0.0003244256
-25.2000000000,0.0003139796,0.0003305048,0.0003470300,0.0003609942,0.0002867140,0.0003242737
-25.1000000000,0.0003138348,0.0003303524,0.0003468700,0.0003608427,0.0002865611,0.0003241218
-25.0000000000,0.0003136900,0.0003302000,0.0003467100,0.0003606912,0.0002864082,0.0003239699
-24.9000000000,0.0003135452,0.0003300476,0.0003465500,0.0003605397,0.0002862554,0.0003238179
-24.8000000000,0.0003134004,0.0003298952,0.0003463900,0.0003603882,0.0002861025,0.0003236660
-24.7000000000,0.0003132557,0.0003297428,0.0003462299,0.0003602368,0.0002859496,0.0003235141
-24.6000000000,0.0003131109,0.0003295904,0.0003460699,0.0003600853,0.0002857967,0.0003233622
-24.5000000000,0.0003129661,0.0003294380,0.0003459099,0.0003599338,0.0002856438,0.0003232103
-24.4000000000,0.0003128213,0.0003292856,0.0003457499,0.0003597823,0.0002854909,0.0003230584
-24.3000000000,0.0003126765,0.0003291332,0.0003455899,0.0003596308,0.0002853379,0.0003229065
-24.2000000000,0.0003125318,0.0003289808,0.0003454298,0.0003594793,0.0002851850,0.0003227545
-24.1000000000,0.0003123870,0.0003288284,0.0003452698,0.0003593278,0.0002850321,0.0003226026
-24.0000000000,0.0003122422,0.0003286760,0.0003451098,0.0003591763,0.0002848792,0.0003224507
-23.9000000000,0.0003120974,0.0003285236,0.0003449498,0.0003590248,0.0002847263,0.0003222988
-23.8000000000,0.0003119526,0.0003283712,0.0003447898,0.0003588733,0.0002845733,0.0003221468
-23.7000000000,0.0003118079,0.0003282188,0.0003446297,0.0003587218,0.0002844204,0.0003219949
-23.6000000000,0.0003116631,0.0003280664,0.0003444697,0.0003585703,0.0002842675,0.0003218430
-23.5000000000,0.0003115183,0.0003279140,0.0003443097,0.0003584188,0.0002841145,0.0003216910
-23.4000000000,0.0003113735,0.0003277616,0.0003441497,0.0003582673,0.0002839616,0.0003215391
-23.3000000000,0.0003112287,0.0003276092,0.0003439897,0.0003581158,0.0002838086,0.0003213871
-23.2000000000,0.0003110840,0.0003274568,0.0003438296,0.0003579643,0.0002836557,0.0003212352
-23.1000000000,0.0003109392,0.0003273044,0.0003436696,0.0003578128,0.0002835027,0.0003210833
-23.0000000000,0.0003107944,0.0003271520,0.0003435096,0.0003576613,0.0002833498,0.0003209313
-22.9000000000,0.0003106496,0.0003269996,0.0003433496,0.0003575098,0.0002831968,0.0003207794
-22.8000000000,0.0003105048,0.0003268472,0.0003431896,0.0003573583,0.0002830439,0.0003206274
-22.7000000000,0.0003103601,0.0003266948,0.0003430295,0.0003572067,0.0002828909,0.0003204754
-22.6000000000,0.0003102153,0.0003265424,0.0003428695,0.0003570552,0.0002827379,0.0003203235
-22.5000000000,0.0003100705,0.0003263900,0.0003427095,0.0003569669,0.0002826488,0.0003202350
-22.4000000000,0.0003099257,0.0003262376,0.0003425495,0.0003568153,0.0002824957,0.0003200829
-22.3000000000,0.0003097809,0.0003260852,0.0003423895,0.0003566636,0.0002823426,0.0003199308
-22.2000000000,0.0003096362,0.0003259328,0.0003422294,0.0003565120,0.0002821895,0.0003197787
-22.1000000000,0.0003094914,0.0003257804,0.0003420694,0.0003563603,0.0002820363,0.0003196266
-22.0000000000,0.0003093466,0.0003256280,0.0003419094,0.0003562086,0.0002818832,0.0003194745
-21.9000000000,0.0003092018,0.0003254756,0.0003417494,0.0003560570,0.0002817301,0.0003193224
-21.8000000000,0.0003090570,0.0003253232,0.0003415894,0.0003559053,0.0002815770,0.0003191703
-21.7000000000,0.0003089123,0.0003251708,0.0003414293,0.0003557537,0.0002814238,0.0003190182
-21.6000000000,0.0003087675,0.0003250184,0.0003412693,0.0003556020,0.0002812707,0.0003188660
-21.5000000000,0.0003086227,0.0003248660,0.0003411093,0.0003554503,0.0002811175,0.0003187139
-21.4000000000,0.0003084779,0.0003247136,0.0003409493,0.0003552987,0.0002809644,0.0003185618
-21.3000000000,0.0003083331,0.0003245612,0.0003407893,0.0003551470,0.0002808112,0.0003184097
-21.2000000000,0.0003081884,0.0003244088,0.0003406292,0.0003549953,0.0002806581,0.0003182576
-21.1000000000,0.0003080436,0.0003242564,0.0003404692,0.0003548436,0.0002805049,0.0003181055
-21.0000000000,0.0003078988,0.0003241040,0.0003403092,0.0003546920,0.0002803518,0.0003179533
-20.9000000000,0.0003077540,0.0003239516,0.0003401492,0.0003545403,0.0002801986,0.0003178012
-20.8000000000,0.0003076092,0.0003237992,0.0003399892,0.0003543886,0.0002800454,0.0003176491
-20.7000000000,0.0003074645,0.0003236468,0.0003398291,0.0003542369,0.0002798923,0.0003174969
-20.6000000000,0.0003073197,0.0003234944,0.0003396691,0.0003540853,0.0002797391,0.0003173448
-20.5000000000,0.0003071749,0.0003233420,0.0003395091,0.0003539336,0.0002795859,0.0003171927
-20.4000000000,0.0003070301,0.0003231896,0.0003393491,0.0003537819,0.0002794327,0.0003170405
-20.3000000000,0.0003068853,0.0003230372,0.0003391891,0.0003536302,0.0002792795,0.0003168884
-20.2000000000,0.0003067406,0.0003228848,0.0003390290,0.0003534785,0.0002791263,0.0003167363
-20.1000000000,0.0003065958,0.0003227324,0.0003388690,0.0003533268,0.0002789732,0.0003165841
-20.0000000000,0.0003064510,0.0003225800,0.0003387090,0.0003531751,0.0002788200,0.0003164320
-19.9000000000,0.0003063062,0.0003224276,0.0003385490,0.0003530234,0.0002786668,0.0003162798
-19.8000000000,0.0003061614,0.0003222752,0.0003383890,0.0003528717,0.0002785135,0.0003161277
-19.7000000000,0.0003060167,0.0003221228,0.0003382289,0.0003527200,0.0002783603,0.0003159755
-19.6000000000,0.0003058719,0.0003219704,0.0003380689,0.0003525683,0.0002782071,0.0003158234
-19.5000000000,0.0003057271,0.0003218180,0.0003379089,0.0003524166,0.0002780539,0.0003156712
-19.4000000000,0.0003055823,0.0003216656,0.0003377489,0.0003522649,0.0002779007,0.0003155190
-19.3000000000,0.0003054375,0.0003215132,0.0003375889,0.0003521132,0.0002777475,0.0003153669
-19.2000000000,0.0003052928,0.0003213608,0.0003374288,0.0003519615,0.0002775942,0.0003152147
-19.1000000000,0.0003051480,0.0003212084,0.0003372688,0.0003518098,0.0002774410,0.0003150626
-19.0000000000,0.0003050032,0.0003210560,0.0003371088,0.0003516581,0.0002772878,0.0003149104
-18.9000000000,0.0003048584,0.0003209036,0.0003369488,0.0003515064,0.0002771345,0.0003147582
-18.8000000000,0.0003047136,0.0003207512,0.0003367888,0.0003513547,0.0002769813,0.0003146060
-18.7000000000,0.0003045689,0.0003205988,0.0003366287,0.0003512030,0.0002768280,0.0003144539
-18.6000000000,0.0003044241,0.0003204464,0.0003364687,0.0003510513,0.0002766748,0.0003143017
-18.5000000000,0.0003042793,0.0003202940,0.0003363087,0.0003508996,0.0002765215,0.0003141495
-18.4000000000,0.0003041345,0.0003201416,0.0003361487,0.0003507478,0.0002763683,0.0003139973
-18.3000000000,0.0003039897,0.0003199892,0.0003359887,0.0003505961,0.0002762150,0.0003138451
-18.2000000000,0.0003038450,0.0003198368,0.0003358286,0.0003504444,0.0002760617,0.0003136929
-18.1000000000,0.0003037002,0.0003196844,0.0003356686,0.0003502927,0.0002759085,0.0003135408
-18.0000000000,0.0003035554,0.0003195320,0.0003355086,0.0003501410,0.0002757552,0.0003133886
-17.9000000000,0.0003034106,0.0003193796,0.0003353486,0.0003499892,0.0002756019,0.0003132364
-17.8000000000,0.0003032658,0.0003192272,0.0003351886,0.0003498375,0.0002754486,0.0003130842
-17.7000000000,0.0003031211,0.0003190748,0.0003350285,0.0003496858,0.0002752954,0.0003129320
-17.6000000000,0.0003029763,0.0003189224,0.0003348685,0.0003495341,0.0002751421,0.0003127798
-17.5000000000,0.0003028315,0.0003187700,0.0003347085,0.0003494389,0.0002750460,0.0003126844
-17.4000000000,0.0003026867,0.0003186176,0.0003345485,0.0003492871,0.0002748926,0.0003125320
-17.3000000000,0.0003025419,0.0003184652,0.0003343885,0.0003491352,0.0002747391,0.0003123797
-17.2000000000,0.0003023972,0.0003183128,0.0003342284,0.0003489833,0.0002745857,0.0003122273
-17.1000000000,0.0003022524,0.0003181604,0.0003340684,0.0003488314,0.0002744323,0.0003120750
-17.0000000000,0.0003021076,0.0003180080,0.0003339084,0.0003486796,0.0002742788,0.0003119227
-16.9000000000,0.0003019628,0.0003178556,0.0003337484,0.0003485277,0.0002741254,0.0003117703
-16.8000000000,0.0003018180,0.0003177032,0.0003335884,0.0003483758,0.0002739719,0.0003116179
-16.7000000000,0.0003016733,0.0003175508,0.0003334283,0.0003482239,0.0002738185,0.0003114656
-16.6000000000,0.0003015285,0.0003173984,0.0003332683,0.0003480721,0.0002736650,0.0003113132
-16.5000000000,0.0003013837,0.0003172460,0.0003331083,0.0003479202,0.0002735115,0.0003111609
-16.4000000000,0.0003012389,0.0003170936,0.0003329483,0.0003477683,0.0002733581,0.0003110085
-16.3000000000,0.0003010941,0.0003169412,0.0003327883,0.0003476164,0.0002732046,0.0003108561
-16.2000000000,0.0003009494,0.0003167888,0.0003326282,0.0003474645,0.0002730511,0.0003107038
-16.1000000000,0.0003008046,0.0003166364,0.0003324682,0.0003473126,0.0002728976,0.0003105514
-16.0000000000,0.0003006598,0.0003164840,0.0003323082,0.0003471607,0.0002727441,0.0003103990
-15.9000000000,0.0003005150,0.0003163316,0.0003321482,0.0003470089,0.0002725907,0.0003102467
-15.8000000000,0.0003003702,0.0003161792,0.0003319882,0.0003468570,0.0002724372,0.0003100943
-15.7000000000,0.0003002255,0.0003160268,0.0003318281,0.0003467051,0.0002722837,0.0003099419
-15.6000000000,0.0003000807,0.0003158744,0.0003316681,0.0003465532,0.0002721302,0.0003097895
-15.5000000000,0.0002999359,0.0003157220,0.0003315081,0.0003464013,0.0002719767,0.0003096371
-15.4000000000,0.0002997911,0.0003155696,0.0003313481,0.0003462494,0.0002718231,0.0003094848
-15.3000000000,0.0002996463,0.0003154172,0.0003311881,0.0003460975,0.0002716696,0.0003093324
-15.2000000000,0.0002995016,0.0003152648,0.0003310280,0.0003459456,0.0002715161,0.0003091800
-15.1000000000,0.0002993568,0.0003151124,0.0003308680,0.0003457937,0.0002713626,0.0003090276
-15.0000000000,0.0002992120,0.0003149600,0.0003307080,0.0003456417,0.0002712091,0.0003088752
-14.9000000000,0.0002990672,0.0003148076,0.0003305480,0.0003454898,0.0002710555,0.0003087228
-14.8000000000,0.0002989224,0.0003146552,0.0003303880,0.0003453379,0.0002709020,0.0003085704
-14.7000000000,0.0002987777,0.0003145028,0.0003302279,0.0003451860,0.0002707485,0.0003084180
-14.6000000000,0.0002986329,0.0003143504,0.0003300679,0.0003450341,0.0002705949,0.0003082656
-14.5000000000,0.0002984881,0.0003141980,0.0003299079,0.0003448822,0.0002704414,0.0003081132
-14.4000000000,0.0002983433,0.0003140456,0.0003297479,0.0003447303,0.0002702878,0.0003079608
-14.3000000000,0.0002981985,0.0003138932,0.0003295879,0.0003445784,0.0002701343,0.0003078084
-14.2000000000,0.0002980538,0.0003137408,0.0003294278,0.0003444264,0.0002699807,0.0003076559
-14.1000000000,0.0002979090,0.0003135884,0.0003292678,0.0003442745,0.0002698272,0.0003075035
-14.0000000000,0.0002977642,0.0003134360,0.0003291078,0.0003441226,0.0002696736,0.0003073511
-13.9000000000,0.0002976194,0.0003132836,0.0003289478,0.0003439707,0.0002695200,0.0003071987
-13.8000000000,0.0002974746,0.0003131312,0.0003287878,0.0003438187,0.0002693665,0.0003070463
-13.7000000000,0.0002973299,0.0003129788,0.0003286277,0.0003436668,0.0002692129,0.0003068938
-13.6000000000,0.0002971851,0.0003128264,0.0003284677,0.0003435149,0.0002690593,0.0003067414
-13.5000000000,0.0002970403,0.0003126740,0.0003283077,0.0003433629,0.0002689057,0.0003065890
-13.4000000000,0.0002968955,0.0003125216,0.0003281477,0.0003432110,0.0002687521,0.0003064365
-13.3000000000,0.0002967507,0.0003123692,0.0003279877,0.0003430591,0.0002685985,0.0003062841
-13.2000000000,0.0002966060,0.0003122168,0.0003278276,0.0003429071,0.0002684449,0.0003061317
-13.1000000000,0.0002964612,0.0003120644,0.0003276676,0.0003427552,0.0002682913,0.0003059792
-13.0000000000,0.0002963164,0.0003119120,0.0003275076,0.0003426032,0.0002681377,0.0003058268
-12.9000000000,0.0002961716,0.0003117596,0.0003273476,0.0003424513,0.0002679841,0.0003056743
-12.8000000000,0.0002960268,0.0003116072,0.0003271876,0.0003422993,0.0002678305,0.0003055219
-12.7000000000,0.0002958821,0.0003114548,0.0003270275,0.0003421474,0.0002676769,0.0003053694
-12.6000000000,0.0002957373,0.0003113024,0.0003268675,0.0003419955,0.0002675232,0.0003052170
-12.5000000000,0.0002955925,0.0003111500,0.0003267075,0.0003418935,0.0002674202,0.0003051147
-12.4000000000,0.0002954477,0.0003109976,0.0003265475,0.0003417414,0.0002672664,0.0003049621
-12.3000000000,0.0002953029,0.0003108452,0.0003263875,0.0003415893,0.0002671126,0.0003048095
-12.2000000000,0.0002951582,0.0003106928,0.0003262274,0.0003414372,0.0002669589,0.0003046569
-12.1000000000,0.0002950134,0.0003105404,0.0003260674,0.0003412851,0.0002668051,0.0003045043
-12.0000000000,0.0002948686,0.0003103880,0.0003259074,0.0003411330,0.0002666513,0.0003043517
-11.9000000000,0.0002947238,0.0003102356,0.0003257474,0.0003409809,0.0002664975,0.0003041991
-11.8000000000,0.0002945790,0.0003100832,0.0003255874,0.0003408288,0.0002663437,0.0003040465
-11.7000000000,0.0002944343,0.0003099308,0.0003254273,0.0003406767,0.0002661899,0.0003038938
-11.6000000000,0.0002942895,0.0003097784,0.0003252673,0.0003405246,0.0002660361,0.0003037412
-11.5000000000,0.0002941447,0.0003096260,0.0003251073,0.0003403725,0.0002658823,0.0003035886
-11.4000000000,0.0002939999,0.0003094736,0.0003249473,0.0003402204,0.0002657285,0.0003034360
-11.3000000000,0.0002938551,0.0003093212,0.0003247873,0.0003400683,0.0002655747,0.0003032834
-11.2000000000,0.0002937104,0.0003091688,0.0003246272,0.0003399162,0.0002654209,0.0003031308
-11.1000000000,0.0002935656,0.0003090164,0.0003244672,0.0003397641,0.0002652671,0.0003029781
-11.0000000000,0.0002934208,0.0003088640,0.0003243072,0.0003396120,0.0002651132,0.0003028255
-10.9000000000,0.0002932760,0.0003087116,0.0003241472,0.0003394599,0.0002649594,0.0003026729
-10.8000000000,0.0002931312,0.0003085592,0.0003239872,0.0003393078,0.0002648056,0.0003025202
-10.7000000000,0.0002929865,0.0003084068,0.0003238271,0.0003391557,0.0002646517,0.0003023676
-10.6000000000,0.0002928417,0.0003082544,0.0003236671,0.0003390035,0.0002644979,0.0003022150
-10.5000000000,0.0002926969,0.0003081020,0.0003235071,0.0003388514,0.0002643441,0.0003020623
-10.4000000000,0.0002925521,0.0003079496,0.0003233471,0.0003386993,0.0002641902,0.0003019097
-10.3000000000,0.0002924073,0.0003077972,0.0003231871,0.0003385472,0.0002640363,0.0003017570
-10.2000000000,0.0002922626,0.0003076448,0.0003230270,0.0003383950,0.0002638825,0.0003016044
-10.1000000000,0.0002921178,0.0003074924,0.0003228670,0.0003382429,0.0002637286,0.0003014517
-10.0000000000,0.0002919730,0.0003073400,0.0003227070,0.0003380908,0.0002635748,0.0003012991
-9.9000000000,0.0002918282,0.0003071876,0.0003225470,0.0003379387,0.0002634209,0.0003011464
-9.8000000000,0.0002916834,0.0003070352,0.0003223870,0.0003377865,0.0002632670,0.0003009938
-9.7000000000,0.0002915387,0.0003068828,0.0003222269,0.0003376344,0.0002631131,0.0003008411
-9.6000000000,0.0002913939,0.0003067304,0.0003220669,0.0003374823,0.0002629592,0.0003006884
-9.5000000000,0.0002912491,0.0003065780,0.0003219069,0.0003373301,0.0002628053,0.0003005358
-9.4000000000,0.0002911043,0.0003064256,0.0003217469,0.0003371780,0.0002626514,0.0003003831
-9.3000000000,0.0002909595,0.0003062732,0.0003215869,0.0003370258,0.0002624975,0.0003002304
-9.2000000000,0.0002908148,0.0003061208,0.0003214268,0.0003368737,0.0002623436,0.0003000777
-9.1000000000,0.0002906700,0.0003059684,0.0003212668,0.0003367215,0.0002621897,0.0002999251
-9.0000000000,0.0002905252,0.0003058160,0.0003211068,0.0003365694,0.0002620358,0.0002997724
-8.9000000000,0.0002903804,0.0003056636,0.0003209468,0.0003364172,0.0002618819,0.0002996197
-8.8000000000,0.0002902356,0.0003055112,0.0003207868,0.0003362651,0.0002617280,0.0002994670
-8.7000000000,0.0002900909,0.0003053588,0.0003206267,0.0003361129,0.0002615741,0.0002993143
-8.6000000000,0.0002899461,0.0003052064,0.0003204667,0.0003359608,0.0002614201,0.0002991616
-8.5000000000,0.0002898013,0.0003050540,0.0003203067,0.0003358086,0.0002612662,0.0002990089
-8.4000000000,0.0002896565,0.0003049016,0.0003201467,0.0003356565,0.0002611122,0.0002988563
-8.3000000000,0.0002895117,0.0003047492,0.0003199867,0.0003355043,0.0002609583,0.0002987036
-8.2000000000,0.0002893670,0.0003045968,0.0003198266,0.0003353521,0.0002608043,0.0002985508
-8.1000000000,0.0002892222,0.0003044444,0.0003196666,0.0003352000,0.0002606504,0.0002983981
-8.0000000000,0.0002890774,0.0003042920,0.0003195066,0.0003350478,0.0002604964,0.0002982454
-7.9000000000,0.0002889326,0.0003041396,0.0003193466,0.0003348956,0.0002603425,0.0002980927
-7.8000000000,0.0002887878,0.0003039872,0.0003191866,0.0003347435,0.0002601885,0.0002979400
-7.7000000000,0.0002886431,0.0003038348,0.0003190265,0.0003345913,0.0002600345,0.0002977873
-7.6000000000,0.0002884983,0.0003036824,0.0003188665,0.0003344391,0.0002598806,0.0002976346
-7.5000000000,0.0002883535,0.0003035300,0.0003187065,0.0003343303,0.0002597705,0.0002975254
-7.4000000000,0.0002882087,0.0003033776,0.0003185465,0.0003341780,0.0002596163,0.0002973725
-7.3000000000,0.0002880639,0.0003032252,0.0003183865,0.0003340257,0.0002594622,0.0002972196
-7.2000000000,0.0002879192,0.0003030728,0.0003182264,0.0003338733,0.0002593081,0.0002970668
-7.1000000000,0.0002877744,0.0003029204,0.0003180664,0.0003337210,0.0002591539,0.0002969139
-7.0000000000,0.0002876296,0.0003027680,0.0003179064,0.0003335687,0.0002589998,0.0002967611
-6.9000000000,0.0002874848,0.0003026156,0.0003177464,0.0003334164,0.0002588457,0.0002966082
-6.8000000000,0.0002873400,0.0003024632,0.0003175864,0.0003332641,0.0002586915,0.0002964553
-6.7000000000,0.0002871953,0.0003023108,0.0003174263,0.0003331117,0.0002585374,0.0002963024
-6.6000000000,0.0002870505,0.0003021584,0.0003172663,0.0003329594,0.0002583832,0.0002961496
-6.5000000000,0.0002869057,0.0003020060,0.0003171063,0.0003328071,0.0002582290,0.0002959967
-6.4000000000,0.0002867609,0.0003018536,0.0003169463,0.0003326548,0.0002580749,0.0002958438
-6.3000000000,0.0002866161,0.0003017012,0.0003167863,0.0003325024,0.0002579207,0.0002956909
-6.2000000000,0.0002864714,0.0003015488,0.0003166262,0.0003323501,0.0002577665,0.0002955380
-6.1000000000,0.0002863266,0.0003013964,0.0003164662,0.0003321978,0.0002576124,0.0002953851
-6.0000000000,0.0002861818,0.0003012440,0.0003163062,0.0003320454,0.0002574582,0.0002952322
-5.9000000000,0.0002860370,0.0003010916,0.0003161462,0.0003318931,0.0002573040,0.0002950793
-5.8000000000,0.0002858922,0.0003009392,0.0003159862,0.0003317407,0.0002571498,0.0002949264
-5.7000000000,0.0002857475,0.0003007868,0.0003158261,0.0003315884,0.0002569956,0.0002947735
-5.6000000000,0.0002856027,0.0003006344,0.0003156661,0.0003314360,0.0002568414,0.0002946206
-5.5000000000,0.0002854579,0.0003004820,0.0003155061,0.0003312837,0.0002566872,0.0002944677
-5.4000000000,0.0002853131,0.0003003296,0.0003153461,0.0003311313,0.0002565330,0.0002943148
-5.3000000000,0.0002851683,0.0003001772,0.0003151861,0.0003309790,0.0002563787,0.0002941619
-5.2000000000,0.0002850236,0.0003000248,0.0003150260,0.0003308266,0.0002562245,0.0002940090
-5.1000000000,0.0002848788,0.0002998724,0.0003148660,0.0003306743,0.0002560703,0.0002938560
-5.0000000000,0.0002847340,0.0002997200,0.0003147060,0.0003305219,0.0002559160,0.0002937031
-4.9000000000,0.0002845892,0.0002995676,0.0003145460,0.0003303696,0.0002557618,0.0002935502
-4.8000000000,0.0002844444,0.0002994152,0.0003143860,0.0003302172,0.0002556076,0.0002933973
-4.7000000000,0.0002842997,0.0002992628,0.0003142259,0.0003300648,0.0002554533,0.0002932443
